a,b,winrate_a_vs_b,matches,ci_low,ci_high
Dimir Tempo,Dimir Tempo,0.5,14,0.23,0.77
Dimir Tempo,Eldrazi Stompy,0.29,7,0.04,0.71
Dimir Tempo,Aluren,0.67,9,0.3,0.93
Dimir Tempo,Izzet Cutter,0.33,3,0.01,0.91
Dimir Tempo,Death & Taxes,0.33,3,0.01,0.91
Dimir Tempo,Painter Grindstone,0.33,3,0.01,0.91
Dimir Tempo,Lands.dec,0.11,9,0.0,0.48
Dimir Tempo,Mono Red Prison,0.17,6,0.0,0.64
Dimir Tempo,UWx Stoneblade,0.6,5,0.15,0.95
Dimir Tempo,Oops! All Spells,0.5,4,0.07,0.93
Dimir Tempo,Doomsday,0.67,3,0.09,0.99
Dimir Tempo,UWx Control,1.0,2,0.16,1.0
Dimir Tempo,Mystic Forge Combo,1.0,1,0.02,1.0
Dimir Tempo,Domain Beanstalk,0.75,4,0.19,0.99
Dimir Tempo,Affinity,0.67,3,0.09,0.99
Dimir Tempo,Sneak and Show,1.0,2,0.16,1.0
Dimir Tempo,Reanimator,0.67,3,0.09,0.99
Dimir Tempo,The EPIC Storm,1.0,1,0.02,1.0
Dimir Tempo,Cradle Control,1.0,2,0.16,1.0
Dimir Tempo,Ruby Storm,0.5,2,0.01,0.99
Dimir Tempo,Boros Energy,0.0,1,0.0,0.98
Dimir Tempo,Mardu Ocelot,0.5,2,0.01,0.99
Dimir Tempo,Goblins,0.0,1,0.0,0.98
Dimir Tempo,Cephalid Breakfast,0.5,2,0.01,0.99
Dimir Tempo,Grixis Tempo,1.0,2,0.16,1.0
Dimir Tempo,Mono Black,0.0,1,0.0,0.98
Dimir Tempo,Maverick,1.0,2,0.16,1.0
Eldrazi Stompy,Dimir Tempo,0.71,7,0.29,0.96
Eldrazi Stompy,Aluren,1.0,1,0.02,1.0
Eldrazi Stompy,Izzet Cutter,1.0,1,0.02,1.0
Eldrazi Stompy,Death & Taxes,0.33,3,0.01,0.91
Eldrazi Stompy,Lands.dec,0.33,3,0.01,0.91
Eldrazi Stompy,Mono Red Prison,0.0,2,0.0,0.84
Eldrazi Stompy,UWx Stoneblade,1.0,1,0.02,1.0
Eldrazi Stompy,Oops! All Spells,0.5,2,0.01,0.99
Eldrazi Stompy,Doomsday,1.0,3,0.29,1.0
Eldrazi Stompy,UWx Control,1.0,1,0.02,1.0
Eldrazi Stompy,Mystic Forge Combo,0.5,2,0.01,0.99
Eldrazi Stompy,Domain Beanstalk,0.0,2,0.0,0.84
Eldrazi Stompy,Affinity,0.5,2,0.01,0.99
Eldrazi Stompy,Sneak and Show,0.0,1,0.0,0.98
Eldrazi Stompy,Reanimator,0.0,2,0.0,0.84
Eldrazi Stompy,The EPIC Storm,0.67,3,0.09,0.99
Eldrazi Stompy,Cradle Control,0.0,2,0.0,0.84
Eldrazi Stompy,Ruby Storm,1.0,4,0.4,1.0
Eldrazi Stompy,Bant Beanstalk,1.0,2,0.16,1.0
Eldrazi Stompy,Boros Energy,0.0,2,0.0,0.84
Eldrazi Stompy,Burn,0.5,4,0.07,0.93
Eldrazi Stompy,Cephalid Breakfast,0.0,1,0.0,0.98
Eldrazi Stompy,Rakdos Moonshadow,1.0,1,0.02,1.0
Eldrazi Stompy,Maverick,1.0,1,0.02,1.0
Eldrazi Stompy,Blue Cloudpost,1.0,2,0.16,1.0
Aluren,Dimir Tempo,0.33,9,0.07,0.7
Aluren,Eldrazi Stompy,0.0,1,0.0,0.98
Aluren,Aluren,0.5,2,0.01,0.99
Aluren,Izzet Cutter,0.75,4,0.19,0.99
Aluren,Death & Taxes,0.0,2,0.0,0.84
Aluren,Painter Grindstone,0.67,3,0.09,0.99
Aluren,Lands.dec,1.0,1,0.02,1.0
Aluren,Mono Red Prison,1.0,3,0.29,1.0
Aluren,UWx Stoneblade,0.5,4,0.07,0.93
Aluren,Oops! All Spells,1.0,1,0.02,1.0
Aluren,Doomsday,0.0,2,0.0,0.84
Aluren,UWx Control,0.0,1,0.0,0.98
Aluren,Mystic Forge Combo,0.5,2,0.01,0.99
Aluren,Domain Beanstalk,0.0,1,0.0,0.98
Aluren,Sneak and Show,0.33,3,0.01,0.91
Aluren,Reanimator,0.5,2,0.01,0.99
Aluren,Cradle Control,0.0,1,0.0,0.98
Aluren,Boros Energy,0.0,1,0.0,0.98
Aluren,Goblins,0.5,2,0.01,0.99
Aluren,Cephalid Breakfast,1.0,1,0.02,1.0
Aluren,UR Tempo,0.0,1,0.0,0.98
Aluren,Grixis Tempo,1.0,2,0.16,1.0
Aluren,Mono Black Helm,0.5,2,0.01,0.99
Izzet Cutter,Dimir Tempo,0.67,3,0.09,0.99
Izzet Cutter,Eldrazi Stompy,0.0,1,0.0,0.98
Izzet Cutter,Aluren,0.25,4,0.01,0.81
Izzet Cutter,Death & Taxes,0.33,3,0.01,0.91
Izzet Cutter,Painter Grindstone,0.5,4,0.07,0.93
Izzet Cutter,Lands.dec,1.0,2,0.16,1.0
Izzet Cutter,Mono Red Prison,1.0,1,0.02,1.0
Izzet Cutter,UWx Stoneblade,0.5,2,0.01,0.99
Izzet Cutter,Oops! All Spells,0.67,3,0.09,0.99
Izzet Cutter,Doomsday,1.0,2,0.16,1.0
Izzet Cutter,UWx Control,1.0,1,0.02,1.0
Izzet Cutter,Mystic Forge Combo,1.0,2,0.16,1.0
Izzet Cutter,Domain Beanstalk,0.83,6,0.36,1.0
Izzet Cutter,Sneak and Show,1.0,1,0.02,1.0
Izzet Cutter,Reanimator,1.0,1,0.02,1.0
Izzet Cutter,Ruby Storm,0.0,1,0.0,0.98
Izzet Cutter,Bant Beanstalk,0.33,3,0.01,0.91
Izzet Cutter,Mardu Ocelot,0.5,2,0.01,0.99
Izzet Cutter,Burn,0.0,1,0.0,0.98
Izzet Cutter,Grixis Tempo,1.0,1,0.02,1.0
Izzet Cutter,Rakdos Moonshadow,1.0,1,0.02,1.0
Izzet Cutter,Mono Black,0.0,1,0.0,0.98
Death & Taxes,Dimir Tempo,0.67,3,0.09,0.99
Death & Taxes,Eldrazi Stompy,0.67,3,0.09,0.99
Death & Taxes,Aluren,1.0,2,0.16,1.0
Death & Taxes,Izzet Cutter,0.67,3,0.09,0.99
Death & Taxes,Lands.dec,0.67,3,0.09,0.99
Death & Taxes,Mono Red Prison,1.0,3,0.29,1.0
Death & Taxes,UWx Stoneblade,1.0,2,0.16,1.0
Death & Taxes,Oops! All Spells,0.0,1,0.0,0.98
Death & Taxes,Doomsday,1.0,2,0.16,1.0
