a,b,winrate_a_vs_b,matches,ci_low,ci_high
Boros Energy,Boros Energy,0.5,78,0.38,0.62
Boros Energy,Affinity,0.66,29,0.46,0.82
Boros Energy,Izzet Prowess,0.79,28,0.59,0.92
Boros Energy,Domain Aggro,0.52,31,0.33,0.7
Boros Energy,Ruby Storm,0.43,21,0.22,0.66
Boros Energy,Amulet Titan,0.75,8,0.35,0.97
Boros Energy,Golgari Yawgmoth,0.61,18,0.36,0.83
Boros Energy,Jeskai Control,0.52,21,0.3,0.74
Boros Energy,Eldrazi Tron,0.63,16,0.35,0.85
Boros Energy,Esper Reanimator,0.53,17,0.28,0.77
Boros Energy,Jeskai Blink,0.33,18,0.13,0.59
Boros Energy,Eldrazi Ramp,0.47,17,0.23,0.72
Boros Energy,Esper Phelia,0.39,18,0.17,0.64
Boros Energy,Tameshi Belcher,0.3,10,0.07,0.65
Boros Energy,Azorius Control,0.58,12,0.28,0.85
Boros Energy,Simic Ritual,0.56,9,0.21,0.86
Boros Energy,Neoform,0.33,9,0.07,0.7
Boros Energy,Samwise Combo,0.83,6,0.36,1.0
Boros Energy,Mill,0.67,6,0.22,0.96
Boros Energy,4 Color Omnath,0.17,6,0.0,0.64
Boros Energy,Eldrazi Bloodchief Combo,0.5,2,0.01,0.99
Boros Energy,Grixis Reanimator,0.67,6,0.22,0.96
Boros Energy,Living End,0.2,5,0.01,0.72
Boros Energy,Eldrazi Aggro,0.75,4,0.19,0.99
Boros Energy,4 Color Ritual,0.75,4,0.19,0.99
Boros Energy,Dimir Frog,0.5,2,0.01,0.99
Boros Energy,Hollow One,0.33,3,0.01,0.91
Boros Energy,Burn,0.0,1,0.0,0.98
Boros Energy,Dimir Control,1.0,2,0.16,1.0
Affinity,Boros Energy,0.34,29,0.18,0.54
Affinity,Affinity,0.5,24,0.29,0.71
Affinity,Izzet Prowess,0.6,15,0.32,0.84
Affinity,Domain Aggro,0.53,15,0.27,0.79
Affinity,Ruby Storm,0.38,13,0.14,0.68
Affinity,Amulet Titan,0.38,13,0.14,0.68
Affinity,Golgari Yawgmoth,0.46,13,0.19,0.75
Affinity,Jeskai Control,0.42,12,0.15,0.72
Affinity,Eldrazi Tron,0.36,11,0.11,0.69
Affinity,Esper Reanimator,0.76,17,0.5,0.93
Affinity,Jeskai Blink,0.56,9,0.21,0.86
Affinity,Eldrazi Ramp,0.42,12,0.15,0.72
Affinity,Esper Phelia,0.5,6,0.12,0.88
Affinity,Tameshi Belcher,0.67,6,0.22,0.96
Affinity,Azorius Control,0.5,4,0.07,0.93
Affinity,Simic Ritual,0.67,6,0.22,0.96
Affinity,Neoform,0.38,8,0.09,0.76
Affinity,Samwise Combo,0.5,6,0.12,0.88
Affinity,Mill,1.0,4,0.4,1.0
Affinity,4 Color Omnath,0.5,4,0.07,0.93
Affinity,Eldrazi Bloodchief Combo,0.2,5,0.01,0.72
Affinity,Grixis Reanimator,0.67,3,0.09,0.99
Affinity,Living End,1.0,1,0.02,1.0
Affinity,Eldrazi Aggro,0.5,2,0.01,0.99
Affinity,4 Color Ritual,0.0,1,0.0,0.98
Affinity,Dimir Frog,1.0,1,0.02,1.0
Affinity,Hollow One,0.33,3,0.01,0.91
Affinity,Burn,1.0,1,0.02,1.0
Affinity,Dimir Control,1.0,1,0.02,1.0
Affinity,Kethis Combo,0.0,1,0.0,0.98
Izzet Prowess,Boros Energy,0.21,28,0.08,0.41
Izzet Prowess,Affinity,0.4,15,0.16,0.68
Izzet Prowess,Izzet Prowess,0.5,12,0.21,0.79
Izzet Prowess,Domain Aggro,0.42,12,0.15,0.72
Izzet Prowess,Ruby Storm,0.33,6,0.04,0.78
Izzet Prowess,Amulet Titan,0.38,13,0.14,0.68
Izzet Prowess,Golgari Yawgmoth,0.55,11,0.23,0.83
Izzet Prowess,Jeskai Control,0.38,8,0.09,0.76
Izzet Prowess,Eldrazi Tron,0.25,4,0.01,0.81
Izzet Prowess,Esper Reanimator,0.17,6,0.0,0.64
Izzet Prowess,Jeskai Blink,0.29,7,0.04,0.71
Izzet Prowess,Eldrazi Ramp,0.2,5,0.01,0.72
Izzet Prowess,Esper Phelia,0.33,6,0.04,0.78
Izzet Prowess,Tameshi Belcher,0.6,5,0.15,0.95
Izzet Prowess,Azorius Control,0.67,6,0.22,0.96
Izzet Prowess,Simic Ritual,0.33,3,0.01,0.91
Izzet Prowess,Neoform,0.2,5,0.01,0.72
Izzet Prowess,Samwise Combo,0.0,1,0.0,0.98
Izzet Prowess,Mill,0.67,3,0.09,0.99
Izzet Prowess,4 Color Omnath,0.33,3,0.01,0.91
Izzet Prowess,Grixis Reanimator,0.57,7,0.18,0.9
Izzet Prowess,Living End,0.0,1,0.0,0.98
Izzet Prowess,Eldrazi Aggro,0.5,2,0.01,0.99
Izzet Prowess,4 Color Ritual,0.0,1,0.0,0.98
Izzet Prowess,Dimir Frog,0.5,4,0.07,0.93
Izzet Prowess,Hollow One,0.0,1,0.0,0.98
Izzet Prowess,Burn,0.5,2,0.01,0.99
Izzet Prowess,Dimir Control,0.0,1,0.0,0.98
Izzet Prowess,Kethis Combo,1.0,1,0.02,1.0
Domain Aggro,Boros Energy,0.48,31,0.3,0.67
Domain Aggro,Affinity,0.47,15,0.21,0.73
Domain Aggro,Izzet Prowess,0.58,12,0.28,0.85
Domain Aggro,Domain Aggro,0.5,14,0.23,0.77
Domain Aggro,Ruby Storm,0.67,12,0.35,0.9
Domain Aggro,Amulet Titan,0.5,14,0.23,0.77
Domain Aggro,Golgari Yawgmoth,0.38,8,0.09,0.76
Domain Aggro,Jeskai Control,0.63,8,0.24,0.91
Domain Aggro,Eldrazi Tron,0.75,8,0.35,0.97
Domain Aggro,Esper Reanimator,0.43,7,0.1,0.82
Domain Aggro,Jeskai Blink,0.29,7,0.04,0.71
Domain Aggro,Eldrazi Ramp,0.29,7,0.04,0.71
Domain Aggro,Esper Phelia,1.0,3,0.29,1.0
Domain Aggro,Tameshi Belcher,1.0,1,0.02,1.0
Domain Aggro,Azorius Control,0.67,3,0.09,0.99
Domain Aggro,Simic Ritual,0.2,5,0.01,0.72
Domain Aggro,Neoform,0.33,3,0.01,0.91
Domain Aggro,Samwise Combo,1.0,1,0.02,1.0
Domain Aggro,Mill,1.0,1,0.02,1.0
Domain Aggro,Eldrazi Bloodchief Combo,0.33,3,0.01,0.91
Domain Aggro,Grixis Reanimator,0.5,2,0.01,0.99
Domain Aggro,Living End,0.5,2,0.01,0.99
Domain Aggro,Dimir Frog,1.0,2,0.16,1.0
Domain Aggro,Hollow One,1.0,1,0.02,1.0
Domain Aggro,Burn,1.0,1,0.02,1.0
Domain Aggro,Kethis Combo,1.0,1,0.02,1.0
Ruby Storm,Boros Energy,0.57,21,0.34,0.78
Ruby Storm,Affinity,0.62,13,0.32,0.86
Ruby Storm,Izzet Prowess,0.67,6,0.22,0.96
Ruby Storm,Domain Aggro,0.33,12,0.1,0.65
Ruby Storm,Ruby Storm,0.5,10,0.19,0.81
Ruby Storm,Amulet Titan,0.5,8,0.16,0.84
Ruby Storm,Golgari Yawgmoth,0.17,6,0.0,0.64
Ruby Storm,Jeskai Control,0.67,6,0.22,0.96
Ruby Storm,Eldrazi Tron,0.7,10,0.35,0.93
Ruby Storm,Esper Reanimator,0.44,9,0.14,0.79
Ruby Storm,Jeskai Blink,0.4,5,0.05,0.85
Ruby Storm,Eldrazi Ramp,0.75,4,0.19,0.99
Ruby Storm,Esper Phelia,0.75,4,0.19,0.99
Ruby Storm,Tameshi Belcher,0.0,4,0.0,0.6
Ruby Storm,Azorius Control,0.33,3,0.01,0.91
Ruby Storm,Simic Ritual,0.5,4,0.07,0.93
Ruby Storm,Neoform,0.0,2,0.0,0.84
Ruby Storm,Samwise Combo,0.67,3,0.09,0.99
Ruby Storm,Mill,1.0,2,0.16,1.0
Ruby Storm,4 Color Omnath,0.8,5,0.28,0.99
Ruby Storm,Eldrazi Bloodchief Combo,0.0,1,0.0,0.98
Ruby Storm,Grixis Reanimator,0.33,3,0.01,0.91
Ruby Storm,Living End,1.0,1,0.02,1.0
Ruby Storm,Eldrazi Aggro,1.0,2,0.16,1.0
Ruby Storm,4 Color Ritual,0.0,3,0.0,0.71
Ruby Storm,Hollow One,1.0,1,0.02,1.0
Ruby Storm,Burn,1.0,1,0.02,1.0
Ruby Storm,Dimir Control,1.0,2,0.16,1.0
Amulet Titan,Boros Energy,0.25,8,0.03,0.65
Amulet Titan,Affinity,0.62,13,0.32,0.86
Amulet Titan,Izzet Prowess,0.62,13,0.32,0.86
Amulet Titan,Domain Aggro,0.5,14,0.23,0.77
Amulet Titan,Ruby Storm,0.5,8,0.16,0.84
Amulet Titan,Amulet Titan,0.5,10,0.19,0.81
Amulet Titan,Golgari Yawgmoth,0.57,7,0.18,0.9
Amulet Titan,Jeskai Control,0.75,4,0.19,0.99
Amulet Titan,Eldrazi Tron,0.5,4,0.07,0.93
Amulet Titan,Esper Reanimator,0.43,7,0.1,0.82
Amulet Titan,Jeskai Blink,0.33,9,0.07,0.7
Amulet Titan,Eldrazi Ramp,1.0,1,0.02,1.0
Amulet Titan,Esper Phelia,0.33,6,0.04,0.78
Amulet Titan,Tameshi Belcher,0.0,5,0.0,0.52
Amulet Titan,Azorius Control,0.5,2,0.01,0.99
Amulet Titan,Simic Ritual,1.0,1,0.02,1.0
Amulet Titan,Neoform,0.0,1,0.0,0.98
Amulet Titan,Samwise Combo,0.67,3,0.09,0.99
Amulet Titan,Mill,0.33,3,0.01,0.91
Amulet Titan,4 Color Omnath,0.0,2,0.0,0.84
Amulet Titan,Eldrazi Bloodchief Combo,0.5,2,0.01,0.99
Amulet Titan,Grixis Reanimator,0.5,2,0.01,0.99
Amulet Titan,Living End,0.0,1,0.0,0.98
Amulet Titan,4 Color Ritual,0.0,2,0.0,0.84
Amulet Titan,Dimir Frog,1.0,1,0.02,1.0
Amulet Titan,Hollow One,0.0,1,0.0,0.98
Amulet Titan,Kethis Combo,0.0,2,0.0,0.84
Golgari Yawgmoth,Boros Energy,0.39,18,0.17,0.64
Golgari Yawgmoth,Affinity,0.54,13,0.25,0.81
Golgari Yawgmoth,Izzet Prowess,0.45,11,0.17,0.77
Golgari Yawgmoth,Domain Aggro,0.63,8,0.24,0.91
Golgari Yawgmoth,Ruby Storm,0.83,6,0.36,1.0
Golgari Yawgmoth,Amulet Titan,0.43,7,0.1,0.82
Golgari Yawgmoth,Golgari Yawgmoth,0.5,2,0.01,0.99
Golgari Yawgmoth,Jeskai Control,0.75,4,0.19,0.99
Golgari Yawgmoth,Eldrazi Tron,0.5,10,0.19,0.81
Golgari Yawgmoth,Esper Reanimator,0.5,6,0.12,0.88
Golgari Yawgmoth,Jeskai Blink,0.67,6,0.22,0.96
Golgari Yawgmoth,Eldrazi Ramp,0.43,7,0.1,0.82
Golgari Yawgmoth,Esper Phelia,0.0,3,0.0,0.71
Golgari Yawgmoth,Tameshi Belcher,0.25,8,0.03,0.65
Golgari Yawgmoth,Azorius Control,1.0,2,0.16,1.0
Golgari Yawgmoth,Simic Ritual,0.67,3,0.09,0.99
Golgari Yawgmoth,Neoform,0.0,2,0.0,0.84
Golgari Yawgmoth,Samwise Combo,0.5,2,0.01,0.99
Golgari Yawgmoth,4 Color Omnath,1.0,1,0.02,1.0
Golgari Yawgmoth,Living End,0.33,3,0.01,0.91
Golgari Yawgmoth,4 Color Ritual,0.25,4,0.01,0.81
Golgari Yawgmoth,Dimir Frog,1.0,1,0.02,1.0
Golgari Yawgmoth,Burn,0.0,1,0.0,0.98
Jeskai Control,Boros Energy,0.48,21,0.26,0.7
Jeskai Control,Affinity,0.58,12,0.28,0.85
Jeskai Control,Izzet Prowess,0.63,8,0.24,0.91
Jeskai Control,Domain Aggro,0.38,8,0.09,0.76
Jeskai Control,Ruby Storm,0.33,6,0.04,0.78
Jeskai Control,Amulet Titan,0.25,4,0.01,0.81
Jeskai Control,Golgari Yawgmoth,0.25,4,0.01,0.81
Jeskai Control,Jeskai Control,0.5,4,0.07,0.93
Jeskai Control,Eldrazi Tron,0.29,7,0.04,0.71
Jeskai Control,Esper Reanimator,0.5,2,0.01,0.99
Jeskai Control,Jeskai Blink,0.8,5,0.28,0.99
Jeskai Control,Eldrazi Ramp,0.33,3,0.01,0.91
Jeskai Control,Esper Phelia,0.0,1,0.0,0.98
Jeskai Control,Tameshi Belcher,0.14,7,0.0,0.58
Jeskai Control,Azorius Control,0.5,8,0.16,0.84
Jeskai Control,Simic Ritual,0.33,3,0.01,0.91
Jeskai Control,Neoform,0.33,3,0.01,0.91
Jeskai Control,Samwise Combo,0.25,4,0.01,0.81
Jeskai Control,4 Color Omnath,1.0,1,0.02,1.0
Jeskai Control,Eldrazi Bloodchief Combo,0.0,2,0.0,0.84
Jeskai Control,Living End,0.5,2,0.01,0.99
Jeskai Control,Eldrazi Aggro,0.5,2,0.01,0.99
Jeskai Control,Dimir Frog,0.0,1,0.0,0.98
Jeskai Control,Dimir Control,0.0,1,0.0,0.98
Eldrazi Tron,Boros Energy,0.38,16,0.15,0.65
Eldrazi Tron,Affinity,0.64,11,0.31,0.89
Eldrazi Tron,Izzet Prowess,0.75,4,0.19,0.99
Eldrazi Tron,Domain Aggro,0.25,8,0.03,0.65
Eldrazi Tron,Ruby Storm,0.3,10,0.07,0.65
Eldrazi Tron,Amulet Titan,0.5,4,0.07,0.93
Eldrazi Tron,Golgari Yawgmoth,0.5,10,0.19,0.81
Eldrazi Tron,Jeskai Control,0.71,7,0.29,0.96
Eldrazi Tron,Esper Reanimator,0.75,4,0.19,0.99
Eldrazi Tron,Jeskai Blink,0.86,7,0.42,1.0
Eldrazi Tron,Eldrazi Ramp,0.4,5,0.05,0.85
Eldrazi Tron,Esper Phelia,0.5,2,0.01,0.99
Eldrazi Tron,Tameshi Belcher,0.0,2,0.0,0.84
Eldrazi Tron,Azorius Control,1.0,4,0.4,1.0
Eldrazi Tron,Simic Ritual,0.5,2,0.01,0.99
Eldrazi Tron,Neoform,0.33,3,0.01,0.91
Eldrazi Tron,Mill,0.0,1,0.0,0.98
Eldrazi Tron,4 Color Omnath,0.6,5,0.15,0.95
Eldrazi Tron,Eldrazi Bloodchief Combo,0.75,4,0.19,0.99
Eldrazi Tron,Grixis Reanimator,1.0,2,0.16,1.0
Eldrazi Tron,Living End,0.0,1,0.0,0.98
Eldrazi Tron,Eldrazi Aggro,0.0,1,0.0,0.98
Eldrazi Tron,4 Color Ritual,0.0,1,0.0,0.98
Eldrazi Tron,Burn,0.5,2,0.01,0.99
Esper Reanimator,Boros Energy,0.47,17,0.23,0.72
Esper Reanimator,Affinity,0.24,17,0.07,0.5
Esper Reanimator,Izzet Prowess,0.83,6,0.36,1.0
Esper Reanimator,Domain Aggro,0.57,7,0.18,0.9
Esper Reanimator,Ruby Storm,0.56,9,0.21,0.86
Esper Reanimator,Amulet Titan,0.57,7,0.18,0.9
Esper Reanimator,Golgari Yawgmoth,0.5,6,0.12,0.88
Esper Reanimator,Jeskai Control,0.5,2,0.01,0.99
Esper Reanimator,Eldrazi Tron,0.25,4,0.01,0.81
Esper Reanimator,Jeskai Blink,0.29,7,0.04,0.71
Esper Reanimator,Eldrazi Ramp,0.5,2,0.01,0.99
Esper Reanimator,Esper Phelia,0.33,3,0.01,0.91
Esper Reanimator,Tameshi Belcher,0.2,5,0.01,0.72
Esper Reanimator,Azorius Control,0.25,4,0.01,0.81
Esper Reanimator,Simic Ritual,0.5,4,0.07,0.93
Esper Reanimator,Neoform,0.0,1,0.0,0.98
Esper Reanimator,Mill,1.0,1,0.02,1.0
