a,b,winrate_a_vs_b,matches,ci_low,ci_high
Mono Red Madness,Mono Red Madness,0.5,402,0.45,0.55
Mono Red Madness,Mono Blue Terror,0.42,382,0.37,0.47
Mono Red Madness,Jund Wildfire,0.53,230,0.47,0.6
Mono Red Madness,Rakdos Madness,0.42,207,0.35,0.49
Mono Red Madness,Mono Red Rally,0.3,261,0.24,0.36
Mono Red Madness,Grixis Affinity,0.46,220,0.4,0.53
Mono Red Madness,Mono Blue Faeries,0.47,195,0.4,0.54
Mono Red Madness,Elves,0.7,205,0.63,0.76
Mono Red Madness,Spy Combo,0.56,185,0.48,0.63
Mono Red Madness,Gruul Ramp,0.63,195,0.55,0.69
Mono Red Madness,White Weenie,0.52,116,0.42,0.61
Mono Red Madness,UB Faeries,0.5,112,0.4,0.6
Mono Red Madness,Mono Black Sacrifice,0.55,86,0.44,0.65
Mono Red Madness,Caw Gates,0.35,102,0.26,0.45
Mono Red Madness,Esper Affinity,0.49,98,0.39,0.59
Mono Red Madness,Golgari Gardens,0.55,84,0.44,0.66
Mono Red Madness,UWx Familiar,0.55,110,0.46,0.65
Mono Red Madness,Dimir Terror,0.44,82,0.33,0.55
Mono Red Madness,GW Bogles,0.4,73,0.28,0.52
Mono Red Madness,Gruul Ponza,0.5,52,0.36,0.64
Mono Red Madness,Altar Tron,0.54,57,0.41,0.68
Mono Red Madness,Mono Red Synthesizer,0.39,66,0.28,0.52
Mono Red Madness,Izzet Skred,0.31,35,0.17,0.49
Mono Red Madness,Orzhov Blade,0.55,38,0.38,0.71
Mono Red Madness,Flicker Tron,0.59,37,0.42,0.75
Mono Red Madness,Jeskai Ephemerate,0.52,33,0.34,0.69
Mono Red Madness,Mono White Heroic,0.54,35,0.37,0.71
Mono Red Madness,Dredge,0.6,35,0.42,0.76
Mono Red Madness,Defender Combo,0.7,37,0.53,0.84
Mono Red Madness,Boros Synthesizer,0.41,27,0.22,0.61
Mono Red Madness,Mardu Metalcraft,0.54,28,0.34,0.72
Mono Red Madness,Jeskai Metalcraft,0.54,26,0.33,0.73
Mono Red Madness,Dimir Affinity,0.56,16,0.3,0.8
Mono Blue Terror,Mono Red Madness,0.58,382,0.53,0.63
Mono Blue Terror,Mono Blue Terror,0.5,356,0.45,0.55
Mono Blue Terror,Jund Wildfire,0.42,233,0.36,0.49
Mono Blue Terror,Rakdos Madness,0.48,211,0.41,0.55
Mono Blue Terror,Mono Red Rally,0.47,261,0.41,0.53
Mono Blue Terror,Grixis Affinity,0.5,186,0.43,0.57
Mono Blue Terror,Mono Blue Faeries,0.37,176,0.3,0.45
Mono Blue Terror,Elves,0.28,173,0.22,0.36
Mono Blue Terror,Spy Combo,0.38,130,0.3,0.47
Mono Blue Terror,Gruul Ramp,0.51,153,0.43,0.59
Mono Blue Terror,White Weenie,0.38,123,0.3,0.47
Mono Blue Terror,UB Faeries,0.39,92,0.29,0.5
Mono Blue Terror,Mono Black Sacrifice,0.4,93,0.3,0.5
Mono Blue Terror,Caw Gates,0.34,97,0.25,0.44
Mono Blue Terror,Esper Affinity,0.44,95,0.34,0.55
Mono Blue Terror,Golgari Gardens,0.51,92,0.4,0.62
Mono Blue Terror,UWx Familiar,0.63,91,0.52,0.73
Mono Blue Terror,Dimir Terror,0.46,63,0.33,0.59
Mono Blue Terror,GW Bogles,0.71,75,0.59,0.81
Mono Blue Terror,Gruul Ponza,0.47,59,0.34,0.61
Mono Blue Terror,Altar Tron,0.57,56,0.43,0.7
Mono Blue Terror,Mono Red Synthesizer,0.46,65,0.34,0.59
Mono Blue Terror,Izzet Skred,0.47,43,0.31,0.62
Mono Blue Terror,Orzhov Blade,0.32,31,0.17,0.51
Mono Blue Terror,Flicker Tron,0.76,42,0.61,0.88
Mono Blue Terror,Jeskai Ephemerate,0.46,37,0.29,0.63
Mono Blue Terror,Mono White Heroic,0.48,31,0.3,0.67
Mono Blue Terror,Dredge,0.42,24,0.22,0.63
Mono Blue Terror,Defender Combo,0.43,30,0.25,0.63
Mono Blue Terror,Boros Synthesizer,0.38,26,0.2,0.59
Mono Blue Terror,Mardu Metalcraft,0.64,28,0.44,0.81
Mono Blue Terror,Jeskai Metalcraft,0.4,20,0.19,0.64
Mono Blue Terror,Dimir Affinity,0.36,14,0.13,0.65
Jund Wildfire,Mono Red Madness,0.47,230,0.4,0.53
Jund Wildfire,Mono Blue Terror,0.58,233,0.51,0.64
Jund Wildfire,Jund Wildfire,0.5,180,0.42,0.58
Jund Wildfire,Rakdos Madness,0.48,161,0.4,0.56
Jund Wildfire,Mono Red Rally,0.37,139,0.29,0.46
Jund Wildfire,Grixis Affinity,0.51,144,0.42,0.59
Jund Wildfire,Mono Blue Faeries,0.55,121,0.45,0.64
Jund Wildfire,Elves,0.56,127,0.47,0.65
Jund Wildfire,Spy Combo,0.48,105,0.38,0.58
Jund Wildfire,Gruul Ramp,0.43,118,0.34,0.53
Jund Wildfire,White Weenie,0.51,94,0.41,0.62
Jund Wildfire,UB Faeries,0.52,60,0.38,0.65
Jund Wildfire,Mono Black Sacrifice,0.69,61,0.56,0.8
Jund Wildfire,Caw Gates,0.48,71,0.36,0.6
Jund Wildfire,Esper Affinity,0.52,64,0.39,0.64
Jund Wildfire,Golgari Gardens,0.38,56,0.25,0.51
Jund Wildfire,UWx Familiar,0.39,70,0.27,0.51
Jund Wildfire,Dimir Terror,0.73,52,0.59,0.84
Jund Wildfire,GW Bogles,0.5,50,0.36,0.64
Jund Wildfire,Gruul Ponza,0.44,41,0.28,0.6
Jund Wildfire,Altar Tron,0.33,36,0.19,0.51
Jund Wildfire,Mono Red Synthesizer,0.59,39,0.42,0.74
Jund Wildfire,Izzet Skred,0.68,28,0.48,0.84
Jund Wildfire,Orzhov Blade,0.76,29,0.56,0.9
Jund Wildfire,Flicker Tron,0.52,23,0.31,0.73
Jund Wildfire,Jeskai Ephemerate,0.5,26,0.3,0.7
Jund Wildfire,Mono White Heroic,0.44,27,0.25,0.65
Jund Wildfire,Dredge,0.4,20,0.19,0.64
Jund Wildfire,Defender Combo,0.71,24,0.49,0.87
Jund Wildfire,Boros Synthesizer,0.47,15,0.21,0.73
Jund Wildfire,Mardu Metalcraft,0.4,20,0.19,0.64
Jund Wildfire,Jeskai Metalcraft,0.38,21,0.18,0.62
Jund Wildfire,Dimir Affinity,0.64,11,0.31,0.89
