archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Mono Red Madness,0.49765990639626,1282,0.47,0.53,/Pauper/mono-red-madness
Mono Blue Terror,0.48330241187384,1078,0.45,0.51,/Pauper/mono-blue-terror
Elves,0.5506958250497,1006,0.52,0.58,/Pauper/elves
Mono Red Rally,0.54564983888292,931,0.51,0.58,/Pauper/mono-red-rally
Rakdos Madness,0.48302300109529,913,0.45,0.52,/Pauper/rakdos-madness
Grixis Affinity,0.48921679909194,881,0.46,0.52,/Pauper/grixis-affinity
Jund Wildfire,0.52733485193622,878,0.49,0.56,/Pauper/jund-wildfire
Gruul Ramp,0.52797704447633,697,0.49,0.57,/Pauper/gruul-ramp
UB Faeries,0.49740932642487,579,0.46,0.54,/Pauper/ub-faeries
Spy Combo,0.5895652173913,575,0.55,0.63,/Pauper/spy-combo
Caw Gates,0.53483992467043,531,0.49,0.58,/Pauper/caw-gates
Mono Blue Faeries,0.521484375,512,0.48,0.57,/Pauper/mono-blue-faeries
Dimir Terror,0.50612244897959,490,0.46,0.55,/Pauper/dimir-terror
White Weenie,0.49060542797495,479,0.44,0.54,/Pauper/white-weenie
Golgari Gardens,0.52558139534884,430,0.48,0.57,/Pauper/golgari-gardens
Mono Black Sacrifice,0.49271844660194,412,0.44,0.54,/Pauper/mono-black-sacrifice
Mono Red Burn,0.49584487534626,361,0.44,0.55,/Pauper/mono-red-burn
UWx Familiar,0.44827586206897,348,0.4,0.5,/Pauper/uwx-familiar
Dredge,0.44866920152091,263,0.39,0.51,/Pauper/dredge
Monster Tron,0.57575757575758,231,0.51,0.64,/Pauper/monster-tron
GW Bogles,0.43564356435644,202,0.37,0.51,/Pauper/gw-bogles
Orzhov Blade,0.475,200,0.4,0.55,/Pauper/orzhov-blade
Esper Affinity,0.47668393782383,193,0.4,0.55,/Pauper/esper-affinity
Mono White Heroic,0.51336898395722,187,0.44,0.59,/Pauper/mono-white-heroic
Gruul Ponza,0.50837988826816,179,0.43,0.58,/Pauper/gruul-ponza
Altar Tron,0.51136363636364,176,0.44,0.59,/Pauper/altar-tron
Mono Red Synthesizer,0.42441860465116,172,0.35,0.5,/Pauper/mono-red-synthesizer
Jeskai Ephemerate,0.52739726027397,146,0.44,0.61,/Pauper/jeskai-ephemerate
Flicker Tron,0.31707317073171,123,0.24,0.41,/Pauper/flicker-tron
Izzet Skred,0.50877192982456,114,0.41,0.6,/Pauper/izzet-skred
Red Storm,0.54368932038835,103,0.44,0.64,/Pauper/red-storm
Defender Combo,0.47368421052632,95,0.37,0.58,/Pauper/defender-combo
Persistent Petitioners,0.38461538461538,91,0.28,0.49,/Pauper/persistent-petitioners
Dimir Control,0.55555555555556,90,0.45,0.66,/Pauper/dimir-control
Retriever Combo,0.4367816091954,87,0.33,0.55,/Pauper/retriever-combo
Golgari Pestilence,0.45882352941176,85,0.35,0.57,/Pauper/golgari-pestilence
Dimir Affinity,0.40243902439024,82,0.3,0.52,/Pauper/dimir-affinity
Mono Green Stompy,0.47368421052632,76,0.36,0.59,/Pauper/mono-green-stompy
Eggs Tron,0.57333333333333,75,0.45,0.69,/Pauper/eggs-tron
Boros Synthesizer,0.53846153846154,65,0.41,0.66,/Pauper/boros-synthesizer
Slivers,0.41269841269841,63,0.29,0.54,/Pauper/slivers
Jeskai Metalcraft,0.58064516129032,62,0.45,0.7,/Pauper/jeskai-metalcraft
Mono Red Kiln Fiend,0.56451612903226,62,0.43,0.69,/Pauper/mono-red-kiln-fiend
Boros Bully,0.66101694915254,59,0.53,0.78,/Pauper/boros-bully
Cycling Storm,0.32758620689655,58,0.21,0.46,/Pauper/cycling-storm
Izzet Faeries,0.58928571428571,56,0.45,0.72,/Pauper/izzet-faeries
Rakdos Metalcraft,0.60714285714286,56,0.47,0.74,/Pauper/rakdos-metalcraft
Naya Gates,0.48214285714286,56,0.35,0.62,/Pauper/naya-gates
Mono Black Burn,0.49056603773585,53,0.35,0.63,/Pauper/mono-black-burn
Poison Storm,0.52941176470588,51,0.38,0.67,/Pauper/poison-storm
Jund Gardens,0.72549019607843,51,0.58,0.84,/Pauper/jund-gardens
