a,b,winrate_a_vs_b,matches,ci_low,ci_high
Mono Red Madness,Mono Red Madness,0.5,90,0.39,0.61
Mono Red Madness,Mono Blue Terror,0.36,55,0.24,0.5
Mono Red Madness,Elves,0.73,56,0.6,0.84
Mono Red Madness,Rakdos Madness,0.41,46,0.27,0.57
Mono Red Madness,Grixis Affinity,0.53,47,0.38,0.68
Mono Red Madness,Jund Wildfire,0.47,36,0.3,0.65
Mono Red Madness,Mono Red Rally,0.26,35,0.12,0.43
Mono Red Madness,Gruul Ramp,0.57,23,0.34,0.77
Mono Red Madness,Mono Blue Faeries,0.41,37,0.25,0.58
Mono Red Madness,Caw Gates,0.35,20,0.15,0.59
Mono Red Madness,Spy Combo,0.52,21,0.3,0.74
Mono Red Madness,Dimir Terror,0.43,21,0.22,0.66
Mono Red Madness,White Weenie,0.62,21,0.38,0.82
Mono Red Madness,UB Faeries,0.46,24,0.26,0.67
Mono Red Madness,UWx Familiar,0.56,18,0.31,0.78
Mono Red Madness,Golgari Gardens,0.55,20,0.32,0.77
Mono Red Madness,Mono Black Sacrifice,0.43,7,0.1,0.82
Mono Red Madness,GW Bogles,0.44,16,0.2,0.7
Mono Red Madness,Dredge,0.5,12,0.21,0.79
Mono Red Madness,Monster Tron,0.45,11,0.17,0.77
Mono Red Madness,Mono Red Synthesizer,0.22,9,0.03,0.6
Mono Red Madness,Gruul Ponza,0.7,10,0.35,0.93
Mono Red Madness,Orzhov Blade,0.8,5,0.28,0.99
Mono Red Madness,Esper Affinity,0.25,8,0.03,0.65
Mono Red Madness,Jeskai Ephemerate,0.6,5,0.15,0.95
Mono Red Madness,Mono Red Burn,0.75,4,0.19,0.99
Mono Red Madness,Retriever Combo,1.0,5,0.48,1.0
Mono Red Madness,Red Storm,0.0,4,0.0,0.6
Mono Red Madness,Flicker Tron,0.75,4,0.19,0.99
Mono Red Madness,Defender Combo,0.67,3,0.09,0.99
Mono Red Madness,Mono White Heroic,1.0,4,0.4,1.0
Mono Red Madness,Altar Tron,1.0,4,0.4,1.0
Mono Red Madness,Dimir Affinity,0.67,6,0.22,0.96
Mono Red Madness,Mono Green Stompy,0.0,1,0.0,0.98
Mono Red Madness,Mono Red Kiln Fiend,0.67,3,0.09,0.99
Mono Red Madness,Izzet Skred,0.0,2,0.0,0.84
Mono Red Madness,Boros Synthesizer,1.0,1,0.02,1.0
Mono Red Madness,Dimir Control,0.0,1,0.0,0.98
Mono Red Madness,Boros Bully,0.0,1,0.0,0.98
Mono Red Madness,Jeskai Metalcraft,0.5,2,0.01,0.99
Mono Red Madness,Izzet Faeries,0.5,2,0.01,0.99
Mono Red Madness,Slivers,1.0,3,0.29,1.0
Mono Red Madness,Naya Gates,1.0,1,0.02,1.0
Mono Blue Terror,Mono Red Madness,0.64,55,0.5,0.76
Mono Blue Terror,Mono Blue Terror,0.5,44,0.35,0.65
Mono Blue Terror,Elves,0.26,39,0.13,0.42
Mono Blue Terror,Rakdos Madness,0.35,34,0.2,0.54
Mono Blue Terror,Grixis Affinity,0.44,32,0.26,0.62
Mono Blue Terror,Jund Wildfire,0.3,30,0.15,0.49
Mono Blue Terror,Mono Red Rally,0.38,29,0.21,0.58
Mono Blue Terror,Gruul Ramp,0.39,18,0.17,0.64
Mono Blue Terror,Mono Blue Faeries,0.35,23,0.16,0.57
Mono Blue Terror,Caw Gates,0.32,19,0.13,0.57
Mono Blue Terror,Spy Combo,0.54,13,0.25,0.81
Mono Blue Terror,Dimir Terror,0.33,15,0.12,0.62
Mono Blue Terror,White Weenie,0.36,22,0.17,0.59
Mono Blue Terror,UB Faeries,0.4,15,0.16,0.68
Mono Blue Terror,UWx Familiar,0.57,14,0.29,0.82
Mono Blue Terror,Golgari Gardens,0.45,11,0.17,0.77
Mono Blue Terror,Mono Black Sacrifice,0.67,3,0.09,0.99
Mono Blue Terror,GW Bogles,0.91,11,0.59,1.0
Mono Blue Terror,Dredge,0.5,6,0.12,0.88
Mono Blue Terror,Monster Tron,0.33,6,0.04,0.78
Mono Blue Terror,Mono Red Synthesizer,0.89,9,0.52,1.0
Mono Blue Terror,Gruul Ponza,0.67,9,0.3,0.93
Mono Blue Terror,Orzhov Blade,0.4,5,0.05,0.85
Mono Blue Terror,Esper Affinity,0.67,6,0.22,0.96
Mono Blue Terror,Jeskai Ephemerate,0.2,5,0.01,0.72
Mono Blue Terror,Mono Red Burn,0.67,3,0.09,0.99
Mono Blue Terror,Retriever Combo,0.9,10,0.55,1.0
Mono Blue Terror,Red Storm,1.0,2,0.16,1.0
Mono Blue Terror,Flicker Tron,0.75,8,0.35,0.97
Mono Blue Terror,Defender Combo,0.5,4,0.07,0.93
Mono Blue Terror,Altar Tron,0.33,3,0.01,0.91
Mono Blue Terror,Dimir Affinity,0.33,3,0.01,0.91
Mono Blue Terror,Mono Green Stompy,1.0,4,0.4,1.0
Mono Blue Terror,Mono Red Kiln Fiend,0.67,3,0.09,0.99
Mono Blue Terror,Izzet Skred,0.5,2,0.01,0.99
Mono Blue Terror,Boros Synthesizer,0.5,2,0.01,0.99
Mono Blue Terror,Dimir Control,0.67,3,0.09,0.99
Mono Blue Terror,Boros Bully,0.0,2,0.0,0.84
Mono Blue Terror,Izzet Faeries,1.0,1,0.02,1.0
Mono Blue Terror,Slivers,1.0,1,0.02,1.0
Elves,Mono Red Madness,0.27,56,0.16,0.4
Elves,Mono Blue Terror,0.74,39,0.58,0.87
Elves,Elves,0.5,34,0.32,0.68
Elves,Rakdos Madness,0.66,29,0.46,0.82
Elves,Grixis Affinity,0.68,25,0.46,0.85
Elves,Jund Wildfire,0.54,28,0.34,0.72
Elves,Mono Red Rally,0.4,30,0.23,0.59
Elves,Gruul Ramp,0.73,30,0.54,0.88
Elves,Mono Blue Faeries,0.62,21,0.38,0.82
