a,b,winrate_a_vs_b,matches,ci_low,ci_high
Boros Energy,Boros Energy,0.5,38,0.33,0.67
Boros Energy,Affinity,0.46,24,0.26,0.67
Boros Energy,Domain Aggro,0.5,22,0.28,0.72
Boros Energy,Izzet Prowess,0.57,21,0.34,0.78
Boros Energy,Eldrazi Tron,0.6,15,0.32,0.84
Boros Energy,Eldrazi Ramp,0.43,14,0.18,0.71
Boros Energy,Amulet Titan,0.38,13,0.14,0.68
Boros Energy,Simic Ritual,0.57,7,0.18,0.9
Boros Energy,Ruby Storm,0.53,17,0.28,0.77
Boros Energy,Tameshi Belcher,0.44,9,0.14,0.79
Boros Energy,Jeskai Blink,0.5,14,0.23,0.77
Boros Energy,Esper Reanimator,0.33,9,0.07,0.7
Boros Energy,Eldrazi Bloodchief Combo,0.38,8,0.09,0.76
Boros Energy,Mill,1.0,4,0.4,1.0
Boros Energy,Golgari Yawgmoth,0.33,6,0.04,0.78
Boros Energy,Azorius Control,0.75,4,0.19,0.99
Boros Energy,Esper Phelia,0.57,7,0.18,0.9
Boros Energy,Dimir Control,0.63,8,0.24,0.91
Boros Energy,Grixis Reanimator,0.5,8,0.16,0.84
Boros Energy,Living End,0.5,2,0.01,0.99
Boros Energy,Neoform,0.0,4,0.0,0.6
Boros Energy,Jeskai Control,1.0,5,0.48,1.0
Boros Energy,4 Color Phlage,0.75,4,0.19,0.99
Boros Energy,Dimir Frog,0.0,2,0.0,0.84
Boros Energy,Burn,0.0,1,0.0,0.98
Boros Energy,Eldrazi Aggro,0.0,1,0.0,0.98
Boros Energy,Dimir Death's Shadow,1.0,1,0.02,1.0
Boros Energy,Hollow One,1.0,2,0.16,1.0
Affinity,Boros Energy,0.54,24,0.33,0.74
Affinity,Affinity,0.5,6,0.12,0.88
Affinity,Domain Aggro,0.6,10,0.26,0.88
Affinity,Izzet Prowess,0.56,9,0.21,0.86
Affinity,Eldrazi Tron,0.5,8,0.16,0.84
Affinity,Eldrazi Ramp,0.43,7,0.1,0.82
Affinity,Amulet Titan,0.25,4,0.01,0.81
Affinity,Simic Ritual,1.0,5,0.48,1.0
Affinity,Ruby Storm,0.33,9,0.07,0.7
Affinity,Tameshi Belcher,0.33,3,0.01,0.91
Affinity,Jeskai Blink,1.0,2,0.16,1.0
Affinity,Esper Reanimator,0.4,5,0.05,0.85
Affinity,Eldrazi Bloodchief Combo,0.25,4,0.01,0.81
Affinity,Mill,1.0,3,0.29,1.0
Affinity,Golgari Yawgmoth,1.0,6,0.54,1.0
Affinity,Azorius Control,0.0,2,0.0,0.84
Affinity,Esper Phelia,0.0,1,0.0,0.98
Affinity,Dimir Control,0.33,6,0.04,0.78
Affinity,Grixis Reanimator,1.0,1,0.02,1.0
Affinity,Neoform,1.0,2,0.16,1.0
Affinity,Jeskai Control,1.0,2,0.16,1.0
Affinity,4 Color Phlage,0.5,4,0.07,0.93
Affinity,Dimir Frog,0.0,1,0.0,0.98
Affinity,Burn,1.0,2,0.16,1.0
Domain Aggro,Boros Energy,0.5,22,0.28,0.72
Domain Aggro,Affinity,0.4,10,0.12,0.74
Domain Aggro,Izzet Prowess,0.75,4,0.19,0.99
Domain Aggro,Eldrazi Tron,0.75,4,0.19,0.99
Domain Aggro,Eldrazi Ramp,0.67,3,0.09,0.99
Domain Aggro,Amulet Titan,0.8,5,0.28,0.99
Domain Aggro,Simic Ritual,0.33,3,0.01,0.91
Domain Aggro,Ruby Storm,0.5,4,0.07,0.93
Domain Aggro,Tameshi Belcher,0.6,5,0.15,0.95
Domain Aggro,Jeskai Blink,0.2,5,0.01,0.72
Domain Aggro,Esper Reanimator,0.0,2,0.0,0.84
Domain Aggro,Eldrazi Bloodchief Combo,0.25,4,0.01,0.81
Domain Aggro,Mill,0.5,2,0.01,0.99
Domain Aggro,Golgari Yawgmoth,0.75,4,0.19,0.99
Domain Aggro,Azorius Control,0.5,2,0.01,0.99
Domain Aggro,Esper Phelia,1.0,1,0.02,1.0
Domain Aggro,Dimir Control,0.0,1,0.0,0.98
Domain Aggro,Grixis Reanimator,0.5,2,0.01,0.99
Domain Aggro,Living End,1.0,2,0.16,1.0
Domain Aggro,Neoform,1.0,1,0.02,1.0
Domain Aggro,4 Color Phlage,1.0,2,0.16,1.0
Domain Aggro,Dimir Frog,1.0,1,0.02,1.0
Domain Aggro,Burn,1.0,1,0.02,1.0
Izzet Prowess,Boros Energy,0.43,21,0.22,0.66
Izzet Prowess,Affinity,0.44,9,0.14,0.79
Izzet Prowess,Domain Aggro,0.25,4,0.01,0.81
Izzet Prowess,Eldrazi Tron,0.4,5,0.05,0.85
Izzet Prowess,Eldrazi Ramp,0.5,2,0.01,0.99
Izzet Prowess,Amulet Titan,1.0,1,0.02,1.0
Izzet Prowess,Simic Ritual,0.5,4,0.07,0.93
Izzet Prowess,Ruby Storm,0.5,2,0.01,0.99
Izzet Prowess,Tameshi Belcher,0.33,3,0.01,0.91
Izzet Prowess,Jeskai Blink,1.0,4,0.4,1.0
Izzet Prowess,Esper Reanimator,0.5,10,0.19,0.81
Izzet Prowess,Eldrazi Bloodchief Combo,1.0,2,0.16,1.0
Izzet Prowess,Mill,1.0,3,0.29,1.0
Izzet Prowess,Azorius Control,0.4,5,0.05,0.85
Izzet Prowess,Esper Phelia,0.0,2,0.0,0.84
Izzet Prowess,Dimir Control,1.0,1,0.02,1.0
Izzet Prowess,Grixis Reanimator,0.0,1,0.0,0.98
Izzet Prowess,Neoform,0.0,1,0.0,0.98
Izzet Prowess,Mono Black Necrodominance,1.0,1,0.02,1.0
Izzet Prowess,Eldrazi Aggro,0.0,1,0.0,0.98
Izzet Prowess,Hollow One,1.0,1,0.02,1.0
Eldrazi Tron,Boros Energy,0.4,15,0.16,0.68
Eldrazi Tron,Affinity,0.5,8,0.16,0.84
Eldrazi Tron,Domain Aggro,0.25,4,0.01,0.81
Eldrazi Tron,Izzet Prowess,0.6,5,0.15,0.95
Eldrazi Tron,Eldrazi Tron,0.5,2,0.01,0.99
Eldrazi Tron,Eldrazi Ramp,0.5,4,0.07,0.93
Eldrazi Tron,Amulet Titan,0.5,2,0.01,0.99
Eldrazi Tron,Simic Ritual,0.33,3,0.01,0.91
Eldrazi Tron,Ruby Storm,0.5,2,0.01,0.99
Eldrazi Tron,Tameshi Belcher,0.5,4,0.07,0.93
Eldrazi Tron,Jeskai Blink,1.0,1,0.02,1.0
Eldrazi Tron,Esper Reanimator,0.0,2,0.0,0.84
Eldrazi Tron,Eldrazi Bloodchief Combo,0.4,5,0.05,0.85
Eldrazi Tron,Mill,1.0,1,0.02,1.0
Eldrazi Tron,Golgari Yawgmoth,0.5,2,0.01,0.99
Eldrazi Tron,Azorius Control,1.0,1,0.02,1.0
Eldrazi Tron,Esper Phelia,1.0,1,0.02,1.0
Eldrazi Tron,Dimir Control,0.33,3,0.01,0.91
Eldrazi Tron,Jeskai Control,0.0,1,0.0,0.98
Eldrazi Tron,Dimir Death's Shadow,1.0,2,0.16,1.0
Eldrazi Ramp,Boros Energy,0.57,14,0.29,0.82
Eldrazi Ramp,Affinity,0.57,7,0.18,0.9
Eldrazi Ramp,Domain Aggro,0.33,3,0.01,0.91
Eldrazi Ramp,Izzet Prowess,0.5,2,0.01,0.99
Eldrazi Ramp,Eldrazi Tron,0.5,4,0.07,0.93
Eldrazi Ramp,Eldrazi Ramp,0.5,4,0.07,0.93
Eldrazi Ramp,Amulet Titan,0.25,4,0.01,0.81
Eldrazi Ramp,Simic Ritual,0.6,5,0.15,0.95
Eldrazi Ramp,Ruby Storm,0.0,2,0.0,0.84
Eldrazi Ramp,Tameshi Belcher,0.5,2,0.01,0.99
Eldrazi Ramp,Esper Reanimator,0.5,2,0.01,0.99
Eldrazi Ramp,Eldrazi Bloodchief Combo,1.0,2,0.16,1.0
Eldrazi Ramp,Mill,1.0,2,0.16,1.0
Eldrazi Ramp,Golgari Yawgmoth,1.0,1,0.02,1.0
Eldrazi Ramp,Azorius Control,0.5,4,0.07,0.93
Eldrazi Ramp,Esper Phelia,0.0,3,0.0,0.71
Eldrazi Ramp,Grixis Reanimator,0.5,2,0.01,0.99
Eldrazi Ramp,Living End,0.0,2,0.0,0.84
Eldrazi Ramp,Neoform,1.0,1,0.02,1.0
Eldrazi Ramp,Mono Black Necrodominance,0.0,1,0.0,0.98
Eldrazi Ramp,Eldrazi Aggro,1.0,1,0.02,1.0
Amulet Titan,Boros Energy,0.62,13,0.32,0.86
Amulet Titan,Affinity,0.75,4,0.19,0.99
Amulet Titan,Domain Aggro,0.2,5,0.01,0.72
Amulet Titan,Izzet Prowess,0.0,1,0.0,0.98
Amulet Titan,Eldrazi Tron,0.5,2,0.01,0.99
Amulet Titan,Eldrazi Ramp,0.75,4,0.19,0.99
Amulet Titan,Amulet Titan,0.5,4,0.07,0.93
Amulet Titan,Simic Ritual,0.33,3,0.01,0.91
Amulet Titan,Ruby Storm,1.0,1,0.02,1.0
Amulet Titan,Tameshi Belcher,0.0,1,0.0,0.98
Amulet Titan,Jeskai Blink,0.5,6,0.12,0.88
Amulet Titan,Esper Reanimator,0.5,4,0.07,0.93
Amulet Titan,Eldrazi Bloodchief Combo,0.5,2,0.01,0.99
Amulet Titan,Mill,0.5,2,0.01,0.99
Amulet Titan,Azorius Control,0.5,2,0.01,0.99
Amulet Titan,Esper Phelia,1.0,1,0.02,1.0
Amulet Titan,Dimir Control,0.0,1,0.0,0.98
Amulet Titan,Grixis Reanimator,1.0,1,0.02,1.0
Amulet Titan,Living End,0.0,2,0.0,0.84
Amulet Titan,Neoform,0.33,3,0.01,0.91
Amulet Titan,Jeskai Control,0.0,2,0.0,0.84
Amulet Titan,Dimir Frog,1.0,1,0.02,1.0
Simic Ritual,Boros Energy,0.43,7,0.1,0.82
Simic Ritual,Affinity,0.0,5,0.0,0.52
Simic Ritual,Domain Aggro,0.67,3,0.09,0.99
Simic Ritual,Izzet Prowess,0.5,4,0.07,0.93
Simic Ritual,Eldrazi Tron,0.67,3,0.09,0.99
Simic Ritual,Eldrazi Ramp,0.4,5,0.05,0.85
Simic Ritual,Amulet Titan,0.67,3,0.09,0.99
Simic Ritual,Simic Ritual,0.5,2,0.01,0.99
Simic Ritual,Ruby Storm,1.0,1,0.02,1.0
Simic Ritual,Tameshi Belcher,1.0,1,0.02,1.0
Simic Ritual,Jeskai Blink,0.33,3,0.01,0.91
Simic Ritual,Eldrazi Bloodchief Combo,0.33,3,0.01,0.91
Simic Ritual,Mill,0.5,2,0.01,0.99
Simic Ritual,Golgari Yawgmoth,0.0,1,0.0,0.98
Simic Ritual,Esper Phelia,1.0,1,0.02,1.0
Simic Ritual,Dimir Control,1.0,1,0.02,1.0
Simic Ritual,Grixis Reanimator,0.5,2,0.01,0.99
Simic Ritual,Neoform,1.0,2,0.16,1.0
Simic Ritual,4 Color Phlage,1.0,1,0.02,1.0
Simic Ritual,Dimir Frog,0.0,1,0.0,0.98
