a,b,winrate_a_vs_b,matches,ci_low,ci_high
Dimir Tempo,Dimir Tempo,0.5,20,0.27,0.73
Dimir Tempo,Izzet Cutter,0.64,14,0.35,0.87
Dimir Tempo,Death & Taxes,0.4,5,0.05,0.85
Dimir Tempo,Eldrazi Stompy,0.58,12,0.28,0.85
Dimir Tempo,UWx Stoneblade,0.67,6,0.22,0.96
Dimir Tempo,Sneak and Show,0.57,7,0.18,0.9
Dimir Tempo,Cradle Control,0.44,9,0.14,0.79
Dimir Tempo,Affinity,0.33,6,0.04,0.78
Dimir Tempo,Show and Tell,0.33,9,0.07,0.7
Dimir Tempo,Bant Beanstalk,0.57,7,0.18,0.9
Dimir Tempo,Mono Red Prison,0.83,6,0.36,1.0
Dimir Tempo,Lands.dec,0.25,8,0.03,0.65
Dimir Tempo,UWx Control,0.38,8,0.09,0.76
Dimir Tempo,Oops! All Spells,0.6,5,0.15,0.95
Dimir Tempo,Cephalid Breakfast,0.75,4,0.19,0.99
Dimir Tempo,Mystic Forge Combo,0.25,8,0.03,0.65
Dimir Tempo,Mardu Ocelot,0.5,4,0.07,0.93
Dimir Tempo,Mono Black,0.25,4,0.01,0.81
Dimir Tempo,Doomsday,0.0,2,0.0,0.84
Dimir Tempo,The EPIC Storm,0.6,5,0.15,0.95
Dimir Tempo,Ad Nauseam Tendrils,0.5,2,0.01,0.99
Dimir Tempo,Painter Grindstone,0.44,9,0.14,0.79
Dimir Tempo,Blue Cloudpost,0.5,2,0.01,0.99
Dimir Tempo,BUG,1.0,2,0.16,1.0
Dimir Tempo,Grixis Tempo,0.0,1,0.0,0.98
Dimir Tempo,Domain Beanstalk,1.0,1,0.02,1.0
Dimir Tempo,Reanimator,1.0,2,0.16,1.0
Dimir Tempo,Dredge,0.5,2,0.01,0.99
Dimir Tempo,Green Post,0.0,2,0.0,0.84
Dimir Tempo,Merfolk,0.0,3,0.0,0.71
Dimir Tempo,UBx Death's Shadow,0.0,1,0.0,0.98
Dimir Tempo,Naya Initiative,0.0,1,0.0,0.98
Izzet Cutter,Dimir Tempo,0.36,14,0.13,0.65
Izzet Cutter,Izzet Cutter,0.5,2,0.01,0.99
Izzet Cutter,Death & Taxes,0.0,4,0.0,0.6
Izzet Cutter,Eldrazi Stompy,0.67,6,0.22,0.96
Izzet Cutter,UWx Stoneblade,0.25,4,0.01,0.81
Izzet Cutter,Sneak and Show,0.4,5,0.05,0.85
Izzet Cutter,Cradle Control,1.0,2,0.16,1.0
Izzet Cutter,Affinity,0.8,5,0.28,0.99
Izzet Cutter,Show and Tell,0.5,2,0.01,0.99
Izzet Cutter,Bant Beanstalk,0.67,3,0.09,0.99
Izzet Cutter,Mono Red Prison,0.25,4,0.01,0.81
Izzet Cutter,Lands.dec,0.0,4,0.0,0.6
Izzet Cutter,UWx Control,0.5,2,0.01,0.99
Izzet Cutter,Oops! All Spells,0.5,4,0.07,0.93
Izzet Cutter,Cephalid Breakfast,0.0,2,0.0,0.84
Izzet Cutter,Mystic Forge Combo,0.33,3,0.01,0.91
Izzet Cutter,Mono Black,0.0,1,0.0,0.98
Izzet Cutter,The EPIC Storm,0.0,2,0.0,0.84
Izzet Cutter,Ad Nauseam Tendrils,0.67,3,0.09,0.99
Izzet Cutter,Blue Cloudpost,1.0,1,0.02,1.0
Izzet Cutter,BUG,0.0,1,0.0,0.98
Izzet Cutter,Grixis Tempo,0.0,1,0.0,0.98
Izzet Cutter,Reanimator,1.0,2,0.16,1.0
Izzet Cutter,Burn,1.0,1,0.02,1.0
Izzet Cutter,Green Post,0.0,1,0.0,0.98
Izzet Cutter,Naya Initiative,1.0,1,0.02,1.0
Death & Taxes,Dimir Tempo,0.6,5,0.15,0.95
Death & Taxes,Izzet Cutter,1.0,4,0.4,1.0
Death & Taxes,Death & Taxes,0.5,2,0.01,0.99
Death & Taxes,Eldrazi Stompy,0.33,3,0.01,0.91
Death & Taxes,UWx Stoneblade,0.0,3,0.0,0.71
Death & Taxes,Sneak and Show,0.5,6,0.12,0.88
Death & Taxes,Affinity,0.86,7,0.42,1.0
Death & Taxes,Show and Tell,0.83,6,0.36,1.0
Death & Taxes,Mono Red Prison,1.0,3,0.29,1.0
Death & Taxes,Lands.dec,0.5,4,0.07,0.93
Death & Taxes,Oops! All Spells,0.33,3,0.01,0.91
Death & Taxes,Cephalid Breakfast,0.0,1,0.0,0.98
Death & Taxes,Mystic Forge Combo,0.5,2,0.01,0.99
Death & Taxes,Mono Black,1.0,1,0.02,1.0
Death & Taxes,Doomsday,0.67,3,0.09,0.99
Death & Taxes,Blue Cloudpost,0.0,1,0.0,0.98
Death & Taxes,BUG,0.33,3,0.01,0.91
Death & Taxes,Grixis Tempo,0.5,4,0.07,0.93
Death & Taxes,Reanimator,1.0,1,0.02,1.0
Death & Taxes,Necro Storm,1.0,1,0.02,1.0
Death & Taxes,Temur Tempo,1.0,1,0.02,1.0
Death & Taxes,Naya Initiative,1.0,1,0.02,1.0
Eldrazi Stompy,Dimir Tempo,0.42,12,0.15,0.72
Eldrazi Stompy,Izzet Cutter,0.33,6,0.04,0.78
