a,b,winrate_a_vs_b,matches,ci_low,ci_high
Dimir Tempo,Dimir Tempo,0.5,26,0.3,0.7
Dimir Tempo,Cradle Control,0.47,19,0.24,0.71
Dimir Tempo,Eldrazi Stompy,0.27,11,0.06,0.61
Dimir Tempo,Affinity,0.71,7,0.29,0.96
Dimir Tempo,Lands.dec,0.44,16,0.2,0.7
Dimir Tempo,Izzet Cutter,0.5,12,0.21,0.79
Dimir Tempo,Sneak and Show,0.8,10,0.44,0.97
Dimir Tempo,Doomsday,0.25,8,0.03,0.65
Dimir Tempo,Death & Taxes,0.2,10,0.03,0.56
Dimir Tempo,Bant Beanstalk,0.5,10,0.19,0.81
Dimir Tempo,Show and Tell,0.77,13,0.46,0.95
Dimir Tempo,UWx Stoneblade,0.3,10,0.07,0.65
Dimir Tempo,Mono Red Prison,0.6,15,0.32,0.84
Dimir Tempo,Mystic Forge Combo,0.63,8,0.24,0.91
Dimir Tempo,Oops! All Spells,0.6,5,0.15,0.95
Dimir Tempo,Painter Grindstone,0.63,8,0.24,0.91
Dimir Tempo,Reanimator,0.67,9,0.3,0.93
Dimir Tempo,The EPIC Storm,1.0,3,0.29,1.0
Dimir Tempo,UR Tempo,0.75,4,0.19,0.99
Dimir Tempo,Blue Cloudpost,0.5,2,0.01,0.99
Dimir Tempo,Stiflenought,1.0,3,0.29,1.0
Dimir Tempo,Ruby Storm,0.75,4,0.19,0.99
Dimir Tempo,Green Post,0.25,4,0.01,0.81
Dimir Tempo,Orzhov Ozelot,0.2,5,0.01,0.72
Dimir Tempo,Cephalid Breakfast,0.33,3,0.01,0.91
Dimir Tempo,Grixis Tempo,0.8,5,0.28,0.99
Dimir Tempo,Mardu Ocelot,0.2,5,0.01,0.72
Dimir Tempo,Burn,0.0,1,0.0,0.98
Dimir Tempo,Goblins,0.8,5,0.28,0.99
Dimir Tempo,Dredge,0.33,3,0.01,0.91
Dimir Tempo,Smallpox,1.0,2,0.16,1.0
Dimir Tempo,Maverick,1.0,4,0.4,1.0
Dimir Tempo,Ad Nauseam Tendrils,0.0,1,0.0,0.98
Dimir Tempo,Naya Initiative,0.67,3,0.09,0.99
Dimir Tempo,UWx Control,1.0,1,0.02,1.0
Dimir Tempo,Rakdos Goyfs,0.0,1,0.0,0.98
Dimir Tempo,BUG,0.5,4,0.07,0.93
Dimir Tempo,Hogaak,1.0,4,0.4,1.0
Dimir Tempo,Infect,1.0,2,0.16,1.0
Dimir Tempo,Boros Initiative,1.0,2,0.16,1.0
Cradle Control,Dimir Tempo,0.53,19,0.29,0.76
Cradle Control,Cradle Control,0.5,8,0.16,0.84
Cradle Control,Eldrazi Stompy,0.9,10,0.55,1.0
Cradle Control,Affinity,0.71,7,0.29,0.96
Cradle Control,Lands.dec,0.71,7,0.29,0.96
Cradle Control,Izzet Cutter,0.4,5,0.05,0.85
Cradle Control,Sneak and Show,0.43,7,0.1,0.82
Cradle Control,Doomsday,0.6,5,0.15,0.95
Cradle Control,Death & Taxes,0.5,4,0.07,0.93
Cradle Control,Bant Beanstalk,0.5,6,0.12,0.88
Cradle Control,Show and Tell,0.7,10,0.35,0.93
Cradle Control,UWx Stoneblade,0.0,1,0.0,0.98
Cradle Control,Mono Red Prison,0.33,3,0.01,0.91
Cradle Control,Mystic Forge Combo,0.33,6,0.04,0.78
Cradle Control,Oops! All Spells,0.0,3,0.0,0.71
Cradle Control,Painter Grindstone,0.6,5,0.15,0.95
Cradle Control,Reanimator,0.0,2,0.0,0.84
Cradle Control,UR Tempo,0.2,5,0.01,0.72
Cradle Control,Blue Cloudpost,1.0,2,0.16,1.0
Cradle Control,Stiflenought,1.0,2,0.16,1.0
Cradle Control,Ruby Storm,0.0,3,0.0,0.71
Cradle Control,Green Post,0.67,6,0.22,0.96
Cradle Control,Orzhov Ozelot,0.0,4,0.0,0.6
Cradle Control,Cephalid Breakfast,0.5,2,0.01,0.99
Cradle Control,Grixis Tempo,0.5,2,0.01,0.99
Cradle Control,Mardu Ocelot,0.4,5,0.05,0.85
Cradle Control,Burn,0.5,2,0.01,0.99
Cradle Control,Dredge,0.0,1,0.0,0.98
Cradle Control,Smallpox,1.0,3,0.29,1.0
Cradle Control,Maverick,0.0,3,0.0,0.71
Cradle Control,Ad Nauseam Tendrils,0.0,2,0.0,0.84
Cradle Control,Naya Initiative,0.25,4,0.01,0.81
Cradle Control,UWx Control,1.0,1,0.02,1.0
Cradle Control,Rakdos Goyfs,0.5,2,0.01,0.99
Cradle Control,BUG,0.0,2,0.0,0.84
Cradle Control,Hogaak,0.0,1,0.0,0.98
Eldrazi Stompy,Dimir Tempo,0.73,11,0.39,0.94
Eldrazi Stompy,Cradle Control,0.1,10,0.0,0.45
Eldrazi Stompy,Eldrazi Stompy,0.5,2,0.01,0.99
Eldrazi Stompy,Affinity,0.5,8,0.16,0.84
Eldrazi Stompy,Lands.dec,0.5,10,0.19,0.81
Eldrazi Stompy,Izzet Cutter,0.8,5,0.28,0.99
Eldrazi Stompy,Sneak and Show,0.25,4,0.01,0.81
Eldrazi Stompy,Doomsday,0.43,7,0.1,0.82
Eldrazi Stompy,Death & Taxes,1.0,2,0.16,1.0
Eldrazi Stompy,Bant Beanstalk,0.25,4,0.01,0.81
Eldrazi Stompy,Show and Tell,1.0,4,0.4,1.0
