a,b,winrate_a_vs_b,matches,ci_low,ci_high
Mono Red Madness,Mono Red Madness,0.5,124,0.41,0.59
Mono Red Madness,Mono Blue Terror,0.4,83,0.29,0.51
Mono Red Madness,Elves,0.74,78,0.63,0.84
Mono Red Madness,Mono Red Rally,0.25,75,0.16,0.37
Mono Red Madness,Rakdos Madness,0.36,74,0.26,0.48
Mono Red Madness,Grixis Affinity,0.51,68,0.39,0.64
Mono Red Madness,Jund Wildfire,0.56,62,0.43,0.69
Mono Red Madness,Gruul Ramp,0.62,47,0.46,0.75
Mono Red Madness,UB Faeries,0.43,47,0.28,0.58
Mono Red Madness,Spy Combo,0.54,37,0.37,0.71
Mono Red Madness,Caw Gates,0.3,37,0.16,0.47
Mono Red Madness,Mono Blue Faeries,0.44,48,0.29,0.59
Mono Red Madness,Dimir Terror,0.39,38,0.24,0.57
Mono Red Madness,White Weenie,0.59,32,0.41,0.76
Mono Red Madness,Golgari Gardens,0.5,32,0.32,0.68
Mono Red Madness,Mono Black Sacrifice,0.45,20,0.23,0.68
Mono Red Madness,Mono Red Burn,0.67,6,0.22,0.96
Mono Red Madness,UWx Familiar,0.61,28,0.41,0.78
Mono Red Madness,Dredge,0.56,18,0.31,0.78
Mono Red Madness,Monster Tron,0.5,18,0.26,0.74
Mono Red Madness,GW Bogles,0.41,22,0.21,0.64
Mono Red Madness,Orzhov Blade,0.67,18,0.41,0.87
Mono Red Madness,Esper Affinity,0.22,18,0.06,0.48
Mono Red Madness,Mono White Heroic,0.47,15,0.21,0.73
Mono Red Madness,Gruul Ponza,0.69,16,0.41,0.89
Mono Red Madness,Altar Tron,0.58,12,0.28,0.85
Mono Red Madness,Mono Red Synthesizer,0.36,14,0.13,0.65
Mono Red Madness,Jeskai Ephemerate,0.45,11,0.17,0.77
Mono Red Madness,Flicker Tron,0.75,8,0.35,0.97
Mono Red Madness,Izzet Skred,0.25,4,0.01,0.81
Mono Red Madness,Red Storm,0.56,9,0.21,0.86
Mono Red Madness,Defender Combo,0.83,6,0.36,1.0
Mono Red Madness,Persistent Petitioners,0.75,8,0.35,0.97
Mono Red Madness,Dimir Control,0.0,3,0.0,0.71
Mono Red Madness,Retriever Combo,1.0,5,0.48,1.0
Mono Red Madness,Dimir Affinity,0.71,7,0.29,0.96
Mono Red Madness,Mono Green Stompy,0.0,1,0.0,0.98
Mono Red Madness,Eggs Tron,0.4,5,0.05,0.85
Mono Red Madness,Boros Synthesizer,0.5,2,0.01,0.99
Mono Red Madness,Slivers,1.0,5,0.48,1.0
Mono Red Madness,Jeskai Metalcraft,0.75,4,0.19,0.99
Mono Red Madness,Mono Red Kiln Fiend,0.8,5,0.28,0.99
