a,b,winrate_a_vs_b,matches,ci_low,ci_high
Mono Red Madness,Mono Red Madness,0.5,32,0.32,0.68
Mono Red Madness,Mono Red Rally,0.23,35,0.1,0.4
Mono Red Madness,Mono Blue Terror,0.38,24,0.19,0.59
Mono Red Madness,Jund Wildfire,0.7,27,0.5,0.86
Mono Red Madness,Elves,0.76,17,0.5,0.93
Mono Red Madness,Grixis Affinity,0.45,20,0.23,0.68
Mono Red Madness,Gruul Ramp,0.64,22,0.41,0.83
Mono Red Madness,Rakdos Madness,0.31,26,0.14,0.52
Mono Red Madness,UB Faeries,0.43,21,0.22,0.66
Mono Red Madness,Spy Combo,0.57,14,0.29,0.82
Mono Red Madness,Mono Red Burn,0.5,2,0.01,0.99
Mono Red Madness,Mono Black Sacrifice,0.46,13,0.19,0.75
Mono Red Madness,Caw Gates,0.25,16,0.07,0.52
Mono Red Madness,Golgari Gardens,0.45,11,0.17,0.77
Mono Red Madness,Dimir Terror,0.38,16,0.15,0.65
Mono Red Madness,White Weenie,0.64,11,0.31,0.89
Mono Red Madness,Mono Blue Faeries,0.55,11,0.23,0.83
Mono Red Madness,UWx Familiar,0.67,9,0.3,0.93
Mono Red Madness,Dredge,0.8,5,0.28,0.99
Mono Red Madness,Mono White Heroic,0.22,9,0.03,0.6
Mono Red Madness,Altar Tron,0.38,8,0.09,0.76
Mono Red Madness,Monster Tron,0.44,9,0.14,0.79
Mono Red Madness,Esper Affinity,0.22,9,0.03,0.6
Mono Red Madness,Orzhov Blade,0.58,12,0.28,0.85
Mono Red Madness,Gruul Ponza,0.71,7,0.29,0.96
Mono Red Madness,Izzet Skred,0.5,2,0.01,0.99
Mono Red Madness,Flicker Tron,0.75,4,0.19,0.99
Mono Red Madness,GW Bogles,0.33,6,0.04,0.78
Mono Red Madness,Mono Red Synthesizer,0.67,3,0.09,0.99
Mono Red Madness,Persistent Petitioners,0.67,6,0.22,0.96
Mono Red Madness,Rakdos Metalcraft,0.0,2,0.0,0.84
Mono Red Madness,Golgari Pestilence,0.5,4,0.07,0.93
Mono Red Madness,Red Storm,1.0,5,0.48,1.0
Mono Red Madness,Dimir Control,0.0,2,0.0,0.84
Mono Red Madness,Jeskai Ephemerate,0.4,5,0.05,0.85
Mono Red Madness,Defender Combo,1.0,3,0.29,1.0
Mono Red Madness,Mono Black Burn,1.0,1,0.02,1.0
Mono Red Madness,Cascade Tron,1.0,1,0.02,1.0
Mono Red Madness,Eggs Tron,1.0,1,0.02,1.0
Mono Red Madness,Naya Gates,0.0,1,0.0,0.98
Mono Red Rally,Mono Red Madness,0.77,35,0.6,0.9
Mono Red Rally,Mono Red Rally,0.5,28,0.31,0.69
Mono Red Rally,Mono Blue Terror,0.66,32,0.47,0.81
Mono Red Rally,Jund Wildfire,0.59,17,0.33,0.82
Mono Red Rally,Elves,0.71,24,0.49,0.87
Mono Red Rally,Grixis Affinity,0.4,20,0.19,0.64
Mono Red Rally,Gruul Ramp,0.3,23,0.13,0.53
Mono Red Rally,Rakdos Madness,0.67,18,0.41,0.87
Mono Red Rally,UB Faeries,0.4,20,0.19,0.64
Mono Red Rally,Spy Combo,0.33,15,0.12,0.62
Mono Red Rally,Mono Red Burn,0.38,8,0.09,0.76
Mono Red Rally,Mono Black Sacrifice,0.47,15,0.21,0.73
Mono Red Rally,Caw Gates,0.27,15,0.08,0.55
Mono Red Rally,Golgari Gardens,0.75,12,0.43,0.95
Mono Red Rally,Dimir Terror,0.53,15,0.27,0.79
Mono Red Rally,White Weenie,0.56,16,0.3,0.8
Mono Red Rally,Mono Blue Faeries,0.54,13,0.25,0.81
Mono Red Rally,UWx Familiar,0.5,6,0.12,0.88
Mono Red Rally,Dredge,0.67,9,0.3,0.93
Mono Red Rally,Mono White Heroic,0.5,8,0.16,0.84
Mono Red Rally,Altar Tron,0.78,9,0.4,0.97
Mono Red Rally,Monster Tron,0.25,4,0.01,0.81
Mono Red Rally,Esper Affinity,0.67,3,0.09,0.99
