a,b,winrate_a_vs_b,matches,ci_low,ci_high
Mono Blue Terror,Mono Blue Terror,0.5,18,0.26,0.74
Mono Blue Terror,Mono Red Madness,0.62,13,0.32,0.86
Mono Blue Terror,Grixis Affinity,0.42,24,0.22,0.63
Mono Blue Terror,Jund Wildfire,0.38,13,0.14,0.68
Mono Blue Terror,Gruul Ramp,0.57,21,0.34,0.78
Mono Blue Terror,Elves,0.3,23,0.13,0.53
Mono Blue Terror,UB Faeries,0.38,16,0.15,0.65
Mono Blue Terror,Rakdos Madness,0.73,15,0.45,0.92
Mono Blue Terror,Mono Red Rally,0.13,15,0.02,0.4
Mono Blue Terror,Mono Red Burn,0.76,21,0.53,0.92
Mono Blue Terror,Spy Combo,0.0,3,0.0,0.71
Mono Blue Terror,Caw Gates,0.58,12,0.28,0.85
Mono Blue Terror,Mono Black Sacrifice,0.5,6,0.12,0.88
Mono Blue Terror,Golgari Gardens,0.47,17,0.23,0.72
Mono Blue Terror,White Weenie,0.43,7,0.1,0.82
Mono Blue Terror,Dimir Terror,0.71,7,0.29,0.96
Mono Blue Terror,Mono Blue Faeries,0.4,10,0.12,0.74
Mono Blue Terror,Altar Tron,0.25,8,0.03,0.65
Mono Blue Terror,UWx Familiar,1.0,4,0.4,1.0
Mono Blue Terror,Dredge,0.2,5,0.01,0.72
Mono Blue Terror,Mono White Heroic,0.0,5,0.0,0.52
Mono Blue Terror,Esper Affinity,0.2,5,0.01,0.72
Mono Blue Terror,Orzhov Blade,0.0,2,0.0,0.84
Mono Blue Terror,Izzet Skred,1.0,1,0.02,1.0
Mono Blue Terror,GW Bogles,1.0,2,0.16,1.0
Mono Blue Terror,Gruul Ponza,0.0,2,0.0,0.84
Mono Blue Terror,Mono Red Synthesizer,1.0,1,0.02,1.0
Mono Blue Terror,Defender Combo,1.0,1,0.02,1.0
Mono Blue Terror,Cascade Tron,0.0,1,0.0,0.98
Mono Blue Terror,Jeskai Ephemerate,1.0,2,0.16,1.0
Mono Blue Terror,Persistent Petitioners,1.0,1,0.02,1.0
Mono Blue Terror,Poison Storm,1.0,1,0.02,1.0
Mono Blue Terror,Naya Gates,0.0,1,0.0,0.98
Mono Red Madness,Mono Blue Terror,0.38,13,0.14,0.68
Mono Red Madness,Mono Red Madness,0.5,26,0.3,0.7
Mono Red Madness,Grixis Affinity,0.46,13,0.19,0.75
Mono Red Madness,Jund Wildfire,0.67,15,0.38,0.88
Mono Red Madness,Gruul Ramp,0.67,15,0.38,0.88
Mono Red Madness,Elves,0.77,13,0.46,0.95
Mono Red Madness,UB Faeries,0.41,17,0.18,0.67
Mono Red Madness,Rakdos Madness,0.44,16,0.2,0.7
Mono Red Madness,Mono Red Rally,0.32,22,0.14,0.55
Mono Red Madness,Mono Red Burn,0.5,2,0.01,0.99
Mono Red Madness,Spy Combo,0.5,10,0.19,0.81
Mono Red Madness,Caw Gates,0.25,12,0.05,0.57
Mono Red Madness,Mono Black Sacrifice,0.56,9,0.21,0.86
Mono Red Madness,Golgari Gardens,0.33,9,0.07,0.7
Mono Red Madness,White Weenie,0.56,9,0.21,0.86
Mono Red Madness,Dimir Terror,0.43,14,0.18,0.71
Mono Red Madness,Mono Blue Faeries,0.57,7,0.18,0.9
Mono Red Madness,Altar Tron,0.43,7,0.1,0.82
Mono Red Madness,UWx Familiar,0.33,3,0.01,0.91
Mono Red Madness,Dredge,1.0,2,0.16,1.0
Mono Red Madness,Mono White Heroic,0.29,7,0.04,0.71
Mono Red Madness,Esper Affinity,0.25,4,0.01,0.81
Mono Red Madness,Orzhov Blade,0.57,7,0.18,0.9
Mono Red Madness,Izzet Skred,0.0,1,0.0,0.98
Mono Red Madness,GW Bogles,0.33,6,0.04,0.78
Mono Red Madness,Monster Tron,1.0,2,0.16,1.0
Mono Red Madness,Gruul Ponza,0.67,3,0.09,0.99
Mono Red Madness,Defender Combo,1.0,2,0.16,1.0
Mono Red Madness,Cascade Tron,1.0,1,0.02,1.0
Mono Red Madness,Red Storm,1.0,3,0.29,1.0
Mono Red Madness,Jeskai Ephemerate,0.4,5,0.05,0.85
Mono Red Madness,Persistent Petitioners,0.67,3,0.09,0.99
Mono Red Madness,Poison Storm,1.0,1,0.02,1.0
Mono Red Madness,Naya Gates,0.0,1,0.0,0.98
Grixis Affinity,Mono Blue Terror,0.58,24,0.37,0.78
Grixis Affinity,Mono Red Madness,0.54,13,0.25,0.81
Grixis Affinity,Grixis Affinity,0.5,16,0.25,0.75
Grixis Affinity,Jund Wildfire,0.46,13,0.19,0.75
Grixis Affinity,Gruul Ramp,0.47,15,0.21,0.73
Grixis Affinity,Elves,0.14,7,0.0,0.58
Grixis Affinity,UB Faeries,0.44,9,0.14,0.79
Grixis Affinity,Rakdos Madness,0.5,12,0.21,0.79
Grixis Affinity,Mono Red Rally,0.45,11,0.17,0.77
Grixis Affinity,Mono Red Burn,0.57,7,0.18,0.9
Grixis Affinity,Spy Combo,0.8,5,0.28,0.99
Grixis Affinity,Caw Gates,0.38,8,0.09,0.76
Grixis Affinity,Mono Black Sacrifice,0.4,15,0.16,0.68
Grixis Affinity,Golgari Gardens,0.2,10,0.03,0.56
Grixis Affinity,White Weenie,0.5,6,0.12,0.88
Grixis Affinity,Dimir Terror,0.4,5,0.05,0.85
Grixis Affinity,Mono Blue Faeries,0.5,2,0.01,0.99
Grixis Affinity,Altar Tron,0.25,4,0.01,0.81
Grixis Affinity,UWx Familiar,1.0,3,0.29,1.0
Grixis Affinity,Dredge,0.8,5,0.28,0.99
Grixis Affinity,Mono White Heroic,0.25,4,0.01,0.81
Grixis Affinity,Esper Affinity,0.0,3,0.0,0.71
Grixis Affinity,Orzhov Blade,0.33,3,0.01,0.91
Grixis Affinity,Izzet Skred,0.75,4,0.19,0.99
Grixis Affinity,GW Bogles,0.5,2,0.01,0.99
Grixis Affinity,Monster Tron,1.0,1,0.02,1.0
Grixis Affinity,Gruul Ponza,0.67,3,0.09,0.99
Grixis Affinity,Mono Red Synthesizer,1.0,6,0.54,1.0
Grixis Affinity,Defender Combo,0.75,4,0.19,0.99
Grixis Affinity,Cascade Tron,1.0,1,0.02,1.0
Grixis Affinity,Red Storm,0.5,2,0.01,0.99
Grixis Affinity,Jeskai Ephemerate,1.0,1,0.02,1.0
Grixis Affinity,Mono Black Burn,0.0,1,0.0,0.98
Grixis Affinity,Persistent Petitioners,0.5,2,0.01,0.99
Grixis Affinity,Poison Storm,1.0,1,0.02,1.0
Grixis Affinity,Naya Gates,0.5,2,0.01,0.99
Jund Wildfire,Mono Blue Terror,0.62,13,0.32,0.86
Jund Wildfire,Mono Red Madness,0.33,15,0.12,0.62
Jund Wildfire,Grixis Affinity,0.54,13,0.25,0.81
Jund Wildfire,Jund Wildfire,0.5,18,0.26,0.74
Jund Wildfire,Gruul Ramp,0.58,12,0.28,0.85
Jund Wildfire,Elves,0.33,18,0.13,0.59
Jund Wildfire,UB Faeries,0.67,15,0.38,0.88
Jund Wildfire,Rakdos Madness,0.56,9,0.21,0.86
Jund Wildfire,Mono Red Rally,0.33,6,0.04,0.78
Jund Wildfire,Mono Red Burn,0.47,17,0.23,0.72
Jund Wildfire,Spy Combo,0.46,13,0.19,0.75
Jund Wildfire,Caw Gates,0.33,15,0.12,0.62
Jund Wildfire,Mono Black Sacrifice,0.56,9,0.21,0.86
Jund Wildfire,Golgari Gardens,0.38,8,0.09,0.76
Jund Wildfire,White Weenie,0.57,7,0.18,0.9
Jund Wildfire,Dimir Terror,0.8,10,0.44,0.97
Jund Wildfire,Mono Blue Faeries,0.5,2,0.01,0.99
Jund Wildfire,Altar Tron,0.43,7,0.1,0.82
Jund Wildfire,UWx Familiar,0.4,5,0.05,0.85
Jund Wildfire,Dredge,0.75,4,0.19,0.99
Jund Wildfire,Mono White Heroic,0.5,2,0.01,0.99
Jund Wildfire,Esper Affinity,0.8,5,0.28,0.99
Jund Wildfire,Orzhov Blade,1.0,2,0.16,1.0
Jund Wildfire,Izzet Skred,0.5,2,0.01,0.99
Jund Wildfire,GW Bogles,0.33,3,0.01,0.91
Jund Wildfire,Monster Tron,0.0,2,0.0,0.84
Jund Wildfire,Gruul Ponza,0.0,1,0.0,0.98
Jund Wildfire,Mono Red Synthesizer,0.5,2,0.01,0.99
Jund Wildfire,Defender Combo,0.0,1,0.0,0.98
Jund Wildfire,Cascade Tron,0.67,3,0.09,0.99
Jund Wildfire,Red Storm,1.0,2,0.16,1.0
Jund Wildfire,Jeskai Ephemerate,0.5,2,0.01,0.99
Jund Wildfire,Mono Black Burn,0.0,3,0.0,0.71
