a,b,winrate_a_vs_b,matches,ci_low,ci_high
Izzet Lessons,Izzet Lessons,0.5,218,0.43,0.57
Izzet Lessons,Mono Green Landfall,0.47,204,0.4,0.54
Izzet Lessons,Izzet Elementals,0.52,184,0.45,0.6
Izzet Lessons,Dimir Excruciator,0.6,153,0.52,0.68
Izzet Lessons,Simic Rhythm,0.49,148,0.41,0.58
Izzet Lessons,Dimir Midrange,0.55,121,0.46,0.64
Izzet Lessons,Azorius Flash,0.4,110,0.31,0.5
Izzet Lessons,Izzet Prowess,0.48,83,0.37,0.59
Izzet Lessons,Boros Dragons,0.58,77,0.47,0.7
Izzet Lessons,Temur Landfall,0.44,62,0.31,0.57
Izzet Lessons,Mono-Red Aggro,0.47,49,0.33,0.62
Izzet Lessons,Jeskai Control,0.77,39,0.61,0.89
Izzet Lessons,Bant Airbending,0.49,37,0.32,0.66
Izzet Lessons,Sultai Reanimator,0.48,25,0.28,0.69
Izzet Lessons,Grixis Elementals,0.41,32,0.24,0.59
Izzet Lessons,Rakdos Monument,0.71,31,0.52,0.86
Izzet Lessons,Gruul Landfall,0.55,31,0.36,0.73
Izzet Lessons,4 Color Control,0.73,26,0.52,0.88
Izzet Lessons,Azorius Control,0.8,15,0.52,0.96
Izzet Lessons,Dimir Control,0.71,24,0.49,0.87
Izzet Lessons,Izzet Splash,0.64,11,0.31,0.89
Izzet Lessons,4 Color Rhythm,0.38,8,0.09,0.76
Izzet Lessons,Temur Ouroboroid,0.67,12,0.35,0.9
Izzet Lessons,Mono Black Midrange,0.57,7,0.18,0.9
Izzet Lessons,Selesnya Landfall,0.46,13,0.19,0.75
Izzet Lessons,Simic Omniscience,1.0,3,0.29,1.0
Izzet Lessons,Boros Burn,1.0,2,0.16,1.0
Izzet Lessons,Esper Oculus,0.83,6,0.36,1.0
Izzet Lessons,Golgari Ouroboroid,0.6,5,0.15,0.95
Mono Green Landfall,Izzet Lessons,0.53,204,0.46,0.6
Mono Green Landfall,Mono Green Landfall,0.5,192,0.43,0.57
Mono Green Landfall,Izzet Elementals,0.56,181,0.48,0.63
Mono Green Landfall,Dimir Excruciator,0.65,130,0.56,0.73
Mono Green Landfall,Simic Rhythm,0.34,132,0.26,0.43
Mono Green Landfall,Dimir Midrange,0.53,97,0.42,0.63
Mono Green Landfall,Azorius Flash,0.64,97,0.54,0.73
Mono Green Landfall,Izzet Prowess,0.47,99,0.37,0.58
Mono Green Landfall,Boros Dragons,0.55,62,0.42,0.68
Mono Green Landfall,Temur Landfall,0.56,45,0.4,0.7
Mono Green Landfall,Mono-Red Aggro,0.72,58,0.59,0.83
Mono Green Landfall,Jeskai Control,0.78,50,0.64,0.88
Mono Green Landfall,Bant Airbending,0.38,39,0.23,0.55
Mono Green Landfall,Sultai Reanimator,0.5,28,0.31,0.69
Mono Green Landfall,Grixis Elementals,0.64,33,0.45,0.8
Mono Green Landfall,Rakdos Monument,0.54,24,0.33,0.74
Mono Green Landfall,Gruul Landfall,0.57,23,0.34,0.77
Mono Green Landfall,4 Color Control,0.68,22,0.45,0.86
Mono Green Landfall,Azorius Control,0.82,17,0.57,0.96
Mono Green Landfall,Dimir Control,0.79,14,0.49,0.95
Mono Green Landfall,Izzet Splash,0.67,15,0.38,0.88
Mono Green Landfall,4 Color Rhythm,0.17,12,0.02,0.48
Mono Green Landfall,Temur Ouroboroid,0.5,6,0.12,0.88
Mono Green Landfall,Mono Black Midrange,0.5,6,0.12,0.88
Mono Green Landfall,Selesnya Landfall,0.8,5,0.28,0.99
Mono Green Landfall,Simic Omniscience,0.5,6,0.12,0.88
Mono Green Landfall,Esper Oculus,1.0,3,0.29,1.0
Mono Green Landfall,Golgari Ouroboroid,1.0,2,0.16,1.0
Izzet Elementals,Izzet Lessons,0.48,184,0.4,0.55
Izzet Elementals,Mono Green Landfall,0.44,181,0.37,0.52
Izzet Elementals,Izzet Elementals,0.5,112,0.4,0.6
Izzet Elementals,Dimir Excruciator,0.43,95,0.33,0.54
Izzet Elementals,Simic Rhythm,0.74,94,0.64,0.83
Izzet Elementals,Dimir Midrange,0.42,84,0.31,0.53
Izzet Elementals,Azorius Flash,0.57,65,0.44,0.69
Izzet Elementals,Izzet Prowess,0.54,70,0.42,0.66
Izzet Elementals,Boros Dragons,0.54,56,0.4,0.67
Izzet Elementals,Temur Landfall,0.57,44,0.41,0.72
Izzet Elementals,Mono-Red Aggro,0.54,37,0.37,0.71
Izzet Elementals,Jeskai Control,0.6,35,0.42,0.76
Izzet Elementals,Bant Airbending,0.62,26,0.41,0.8
Izzet Elementals,Sultai Reanimator,0.33,24,0.16,0.55
Izzet Elementals,Grixis Elementals,0.35,23,0.16,0.57
Izzet Elementals,Rakdos Monument,0.54,24,0.33,0.74
Izzet Elementals,Gruul Landfall,0.5,18,0.26,0.74
Izzet Elementals,4 Color Control,0.61,18,0.36,0.83
Izzet Elementals,Azorius Control,0.54,13,0.25,0.81
Izzet Elementals,Dimir Control,0.46,13,0.19,0.75
Izzet Elementals,Izzet Splash,0.58,12,0.28,0.85
Izzet Elementals,4 Color Rhythm,0.83,6,0.36,1.0
Izzet Elementals,Temur Ouroboroid,0.78,9,0.4,0.97
Izzet Elementals,Mono Black Midrange,0.64,11,0.31,0.89
Izzet Elementals,Selesnya Landfall,0.63,8,0.24,0.91
Izzet Elementals,Simic Omniscience,0.45,11,0.17,0.77
Izzet Elementals,Boros Burn,0.6,5,0.15,0.95
