a,b,winrate_a_vs_b,matches,ci_low,ci_high
Izzet Lessons,Izzet Lessons,0.5,926,0.47,0.53
Izzet Lessons,Simic Rhythm,0.5,806,0.47,0.54
Izzet Lessons,Dimir Midrange,0.53,514,0.49,0.57
Izzet Lessons,Jeskai Control,0.58,400,0.52,0.62
Izzet Lessons,Mono Green Landfall,0.45,375,0.4,0.5
Izzet Lessons,Sultai Reanimator,0.47,301,0.41,0.53
Izzet Lessons,Bant Airbending,0.5,244,0.44,0.56
Izzet Lessons,Mono-Red Aggro,0.42,229,0.35,0.49
Izzet Lessons,Izzet Elementals,0.51,217,0.44,0.58
Izzet Lessons,Dimir Excruciator,0.6,187,0.53,0.67
Izzet Lessons,Azorius Flash,0.38,160,0.31,0.46
Izzet Lessons,Izzet Prowess,0.46,116,0.36,0.55
Izzet Lessons,Izzet Looting,0.44,144,0.36,0.53
Izzet Lessons,Boros Dragons,0.58,110,0.48,0.68
Izzet Lessons,Azorius Control,0.67,84,0.56,0.77
Izzet Lessons,Boros Burn,0.53,116,0.43,0.62
Izzet Lessons,Izzet Splash,0.5,70,0.38,0.62
Izzet Lessons,4 Color Control,0.69,58,0.55,0.8
Izzet Lessons,Temur Landfall,0.42,73,0.31,0.55
Izzet Lessons,Simic Ouroboroid,0.62,21,0.38,0.82
Izzet Lessons,Selesnya Landfall,0.45,95,0.35,0.56
Izzet Lessons,Golgari Ouroboroid,0.48,80,0.36,0.59
Izzet Lessons,Simic Omniscience,0.67,36,0.49,0.81
Izzet Lessons,Jeskai Artifacts,0.62,50,0.47,0.75
Izzet Lessons,Allies,0.48,52,0.34,0.62
Izzet Lessons,Esper Pixie,0.6,43,0.44,0.75
Izzet Lessons,Mono Black Midrange,0.65,20,0.41,0.85
Izzet Lessons,Dimir Bounce,0.54,35,0.37,0.71
Izzet Lessons,Temur Battlecrier,0.69,13,0.39,0.91
Simic Rhythm,Izzet Lessons,0.5,806,0.46,0.53
Simic Rhythm,Simic Rhythm,0.5,714,0.46,0.54
Simic Rhythm,Dimir Midrange,0.59,410,0.54,0.63
Simic Rhythm,Jeskai Control,0.41,379,0.36,0.46
Simic Rhythm,Mono Green Landfall,0.66,298,0.6,0.71
Simic Rhythm,Sultai Reanimator,0.61,300,0.56,0.67
Simic Rhythm,Bant Airbending,0.44,191,0.37,0.51
Simic Rhythm,Mono-Red Aggro,0.48,200,0.4,0.55
Simic Rhythm,Izzet Elementals,0.26,137,0.18,0.34
Simic Rhythm,Dimir Excruciator,0.45,104,0.35,0.55
Simic Rhythm,Azorius Flash,0.42,90,0.32,0.53
Simic Rhythm,Izzet Prowess,0.36,96,0.27,0.47
Simic Rhythm,Izzet Looting,0.61,123,0.52,0.7
Simic Rhythm,Boros Dragons,0.33,66,0.22,0.46
Simic Rhythm,Azorius Control,0.31,67,0.21,0.44
Simic Rhythm,Boros Burn,0.56,103,0.46,0.66
Simic Rhythm,Izzet Splash,0.54,69,0.41,0.66
Simic Rhythm,4 Color Control,0.48,60,0.35,0.62
Simic Rhythm,Temur Landfall,0.36,42,0.22,0.52
Simic Rhythm,Simic Ouroboroid,0.85,20,0.62,0.97
Simic Rhythm,Selesnya Landfall,0.6,77,0.48,0.71
Simic Rhythm,Golgari Ouroboroid,0.63,46,0.48,0.77
Simic Rhythm,Simic Omniscience,0.74,39,0.58,0.87
Simic Rhythm,Jeskai Artifacts,0.64,44,0.48,0.78
Simic Rhythm,Allies,0.68,63,0.55,0.79
Simic Rhythm,Esper Pixie,0.45,33,0.28,0.64
Simic Rhythm,Mono Black Midrange,0.77,26,0.56,0.91
Simic Rhythm,Dimir Bounce,0.59,17,0.33,0.82
Simic Rhythm,Temur Battlecrier,0.45,11,0.17,0.77
Dimir Midrange,Izzet Lessons,0.47,514,0.43,0.51
Dimir Midrange,Simic Rhythm,0.41,410,0.37,0.46
Dimir Midrange,Dimir Midrange,0.5,430,0.45,0.55
Dimir Midrange,Jeskai Control,0.6,255,0.54,0.66
Dimir Midrange,Mono Green Landfall,0.43,225,0.37,0.5
Dimir Midrange,Sultai Reanimator,0.55,208,0.48,0.62
Dimir Midrange,Bant Airbending,0.42,117,0.33,0.51
Dimir Midrange,Mono-Red Aggro,0.42,165,0.35,0.5
Dimir Midrange,Izzet Elementals,0.58,108,0.48,0.68
Dimir Midrange,Dimir Excruciator,0.6,123,0.51,0.69
Dimir Midrange,Azorius Flash,0.6,83,0.49,0.71
Dimir Midrange,Izzet Prowess,0.46,85,0.35,0.57
Dimir Midrange,Izzet Looting,0.49,94,0.38,0.59
Dimir Midrange,Boros Dragons,0.36,56,0.23,0.5
Dimir Midrange,Azorius Control,0.6,97,0.49,0.7
Dimir Midrange,Boros Burn,0.48,67,0.35,0.6
Dimir Midrange,Izzet Splash,0.48,56,0.35,0.62
Dimir Midrange,4 Color Control,0.61,79,0.49,0.72
Dimir Midrange,Temur Landfall,0.7,46,0.54,0.82
Dimir Midrange,Simic Ouroboroid,0.42,76,0.31,0.54
Dimir Midrange,Selesnya Landfall,0.62,53,0.48,0.75
Dimir Midrange,Golgari Ouroboroid,0.35,40,0.21,0.52
Dimir Midrange,Simic Omniscience,0.7,50,0.55,0.82
Dimir Midrange,Jeskai Artifacts,0.65,48,0.49,0.78
Dimir Midrange,Allies,0.52,29,0.33,0.71
Dimir Midrange,Esper Pixie,0.59,17,0.33,0.82
Dimir Midrange,Mono Black Midrange,0.56,32,0.38,0.74
Dimir Midrange,Dimir Bounce,0.57,21,0.34,0.78
Dimir Midrange,Temur Battlecrier,0.65,23,0.43,0.84
Jeskai Control,Izzet Lessons,0.43,400,0.38,0.48
Jeskai Control,Simic Rhythm,0.59,379,0.54,0.64
Jeskai Control,Dimir Midrange,0.4,255,0.34,0.46
Jeskai Control,Jeskai Control,0.5,252,0.44,0.56
Jeskai Control,Mono Green Landfall,0.24,155,0.17,0.31
Jeskai Control,Sultai Reanimator,0.53,171,0.45,0.6
Jeskai Control,Bant Airbending,0.54,120,0.45,0.63
Jeskai Control,Mono-Red Aggro,0.49,105,0.39,0.59
Jeskai Control,Izzet Elementals,0.43,61,0.3,0.56
Jeskai Control,Dimir Excruciator,0.27,44,0.15,0.43
Jeskai Control,Azorius Flash,0.36,58,0.24,0.5
Jeskai Control,Izzet Prowess,0.46,48,0.31,0.61
Jeskai Control,Izzet Looting,0.56,85,0.45,0.67
Jeskai Control,Boros Dragons,0.47,38,0.31,0.64
Jeskai Control,Azorius Control,0.51,49,0.36,0.66
Jeskai Control,Boros Burn,0.61,64,0.48,0.73
Jeskai Control,Izzet Splash,0.52,48,0.37,0.67
Jeskai Control,4 Color Control,0.42,36,0.26,0.59
Jeskai Control,Temur Landfall,0.25,16,0.07,0.52
Jeskai Control,Simic Ouroboroid,0.68,25,0.46,0.85
Jeskai Control,Selesnya Landfall,0.4,43,0.25,0.56
Jeskai Control,Golgari Ouroboroid,0.62,42,0.46,0.76
Jeskai Control,Simic Omniscience,0.29,28,0.13,0.49
Jeskai Control,Jeskai Artifacts,0.73,33,0.54,0.87
Jeskai Control,Allies,0.53,32,0.35,0.71
Jeskai Control,Esper Pixie,0.5,14,0.23,0.77
Jeskai Control,Mono Black Midrange,0.56,9,0.21,0.86
Jeskai Control,Dimir Bounce,0.5,14,0.23,0.77
Jeskai Control,Temur Battlecrier,0.17,6,0.0,0.64
Mono Green Landfall,Izzet Lessons,0.55,375,0.5,0.6
Mono Green Landfall,Simic Rhythm,0.34,298,0.29,0.4
Mono Green Landfall,Dimir Midrange,0.57,225,0.5,0.63
Mono Green Landfall,Jeskai Control,0.76,155,0.69,0.83
Mono Green Landfall,Mono Green Landfall,0.5,254,0.44,0.56
Mono Green Landfall,Sultai Reanimator,0.6,99,0.49,0.69
Mono Green Landfall,Bant Airbending,0.36,83,0.26,0.47
Mono Green Landfall,Mono-Red Aggro,0.68,120,0.59,0.77
Mono Green Landfall,Izzet Elementals,0.57,196,0.49,0.64
Mono Green Landfall,Dimir Excruciator,0.63,149,0.55,0.71
Mono Green Landfall,Azorius Flash,0.66,112,0.57,0.75
Mono Green Landfall,Izzet Prowess,0.49,118,0.4,0.59
