a,b,winrate_a_vs_b,matches,ci_low,ci_high
Goblins,Goblins,0.5,32,0.32,0.68
Goblins,Burn,0.62,21,0.38,0.82
Goblins,Stiflenought,0.61,18,0.36,0.83
Goblins,Terrageddon,0.26,19,0.09,0.51
Goblins,Mono Black,0.57,14,0.29,0.82
Goblins,Landstill,0.75,12,0.43,0.95
Goblins,Enchantress,0.33,12,0.1,0.65
Goblins,Elves,0.63,8,0.24,0.91
Goblins,The Rock,0.33,6,0.04,0.78
Goblins,Psychatog,0.33,9,0.07,0.7
Goblins,Gro-a-Tog,0.57,7,0.18,0.9
Goblins,Oath Ponza,0.14,7,0.0,0.58
Goblins,Replenish,0.6,5,0.15,0.95
Goblins,BW Control,0.13,8,0.0,0.53
Goblins,Devourer Combo,0.43,7,0.1,0.82
Goblins,Madness,0.5,4,0.07,0.93
Goblins,Stasis,0.44,9,0.14,0.79
Goblins,GW Madness,0.33,3,0.01,0.91
Goblins,UW Control,0.67,9,0.3,0.93
Goblins,Full English Breakfast,0.4,5,0.05,0.85
Goblins,White Weenie,0.75,8,0.35,0.97
Goblins,Reanimator,0.5,6,0.12,0.88
Goblins,The Solution,0.6,5,0.15,0.95
Goblins,Clerics,1.0,1,0.02,1.0
Goblins,Zoo,0.44,9,0.14,0.79
Goblins,Aluren,0.5,4,0.07,0.93
Goblins,Ponza,0.5,6,0.12,0.88
Goblins,Deadguy Ale,0.5,2,0.01,0.99
Goblins,Zombie Infestation,1.0,3,0.29,1.0
Goblins,Tinker Welder,0.33,3,0.01,0.91
Goblins,Survival,1.0,1,0.02,1.0
Goblins,Contamination,0.33,3,0.01,0.91
Goblins,Oath Spec,0.0,2,0.0,0.84
Goblins,Pit Rack,0.5,2,0.01,0.99
Goblins,MUD,0.0,3,0.0,0.71
Goblins,Storm,1.0,4,0.4,1.0
Goblins,Astral Slide,0.5,4,0.07,0.93
Goblins,Tireless Tribe Combo,0.0,1,0.0,0.98
Goblins,UW Midrange,0.5,2,0.01,0.99
Goblins,Jund,0.33,3,0.01,0.91
Goblins,Oath Control,0.5,2,0.01,0.99
Burn,Goblins,0.38,21,0.18,0.62
Burn,Burn,0.5,14,0.23,0.77
Burn,Stiflenought,0.22,18,0.06,0.48
Burn,Terrageddon,0.63,19,0.38,0.84
Burn,Mono Black,0.63,8,0.24,0.91
Burn,Landstill,0.54,13,0.25,0.81
Burn,Enchantress,0.43,14,0.18,0.71
Burn,Elves,0.33,6,0.04,0.78
Burn,The Rock,0.27,11,0.06,0.61
Burn,Psychatog,0.67,6,0.22,0.96
Burn,Gro-a-Tog,0.75,8,0.35,0.97
Burn,Oath Ponza,0.6,10,0.26,0.88
Burn,Replenish,0.71,7,0.29,0.96
Burn,BW Control,0.71,7,0.29,0.96
Burn,Devourer Combo,0.25,4,0.01,0.81
Burn,Madness,0.57,7,0.18,0.9
Burn,Stasis,0.33,6,0.04,0.78
Burn,GW Madness,0.43,7,0.1,0.82
Burn,UW Control,0.75,4,0.19,0.99
Burn,Full English Breakfast,0.0,1,0.0,0.98
Burn,White Weenie,0.25,4,0.01,0.81
Burn,Reanimator,0.0,8,0.0,0.37
Burn,The Solution,0.43,7,0.1,0.82
Burn,Clerics,0.0,1,0.0,0.98
Burn,Zoo,0.0,1,0.0,0.98
Burn,Aluren,0.25,4,0.01,0.81
Burn,Ponza,0.6,5,0.15,0.95
Burn,Deadguy Ale,0.6,5,0.15,0.95
Burn,Zombie Infestation,0.33,3,0.01,0.91
Burn,Tinker Welder,0.5,2,0.01,0.99
Burn,Survival,0.33,3,0.01,0.91
Burn,Contamination,0.25,4,0.01,0.81
Burn,Oath Spec,0.0,1,0.0,0.98
Burn,Pit Rack,0.0,2,0.0,0.84
Burn,MUD,1.0,2,0.16,1.0
Burn,Storm,1.0,1,0.02,1.0
Burn,Astral Slide,0.0,3,0.0,0.71
Burn,Tireless Tribe Combo,0.0,1,0.0,0.98
Burn,UW Midrange,1.0,1,0.02,1.0
Burn,Rebels,0.0,2,0.0,0.84
Burn,Oath Control,0.0,1,0.0,0.98
Stiflenought,Goblins,0.39,18,0.17,0.64
Stiflenought,Burn,0.78,18,0.52,0.94
Stiflenought,Stiflenought,0.5,32,0.32,0.68
Stiflenought,Terrageddon,0.5,14,0.23,0.77
Stiflenought,Mono Black,0.38,13,0.14,0.68
Stiflenought,Landstill,0.27,11,0.06,0.61
Stiflenought,Enchantress,0.44,16,0.2,0.7
Stiflenought,Elves,0.25,8,0.03,0.65
Stiflenought,The Rock,0.29,7,0.04,0.71
Stiflenought,Psychatog,0.33,9,0.07,0.7
Stiflenought,Gro-a-Tog,0.44,9,0.14,0.79
Stiflenought,Oath Ponza,0.6,5,0.15,0.95
Stiflenought,Replenish,1.0,4,0.4,1.0
Stiflenought,BW Control,0.5,2,0.01,0.99
Stiflenought,Devourer Combo,0.75,4,0.19,0.99
Stiflenought,Madness,0.0,2,0.0,0.84
Stiflenought,Stasis,0.33,3,0.01,0.91
Stiflenought,GW Madness,0.6,5,0.15,0.95
Stiflenought,UW Control,0.67,6,0.22,0.96
Stiflenought,Full English Breakfast,0.5,4,0.07,0.93
Stiflenought,White Weenie,0.25,4,0.01,0.81
Stiflenought,Reanimator,1.0,2,0.16,1.0
Stiflenought,The Solution,0.0,6,0.0,0.46
Stiflenought,Clerics,0.0,4,0.0,0.6
Stiflenought,Zoo,0.63,8,0.24,0.91
Stiflenought,Aluren,1.0,1,0.02,1.0
Stiflenought,Ponza,0.5,6,0.12,0.88
Stiflenought,Deadguy Ale,0.0,1,0.0,0.98
Stiflenought,Zombie Infestation,0.67,6,0.22,0.96
Stiflenought,Tinker Welder,0.67,3,0.09,0.99
Stiflenought,Survival,0.5,4,0.07,0.93
Stiflenought,Contamination,1.0,1,0.02,1.0
Stiflenought,Oath Spec,1.0,1,0.02,1.0
Stiflenought,Pit Rack,1.0,1,0.02,1.0
Stiflenought,Storm,1.0,1,0.02,1.0
Stiflenought,Astral Slide,1.0,1,0.02,1.0
Stiflenought,Tireless Tribe Combo,1.0,1,0.02,1.0
Stiflenought,UW Midrange,0.0,1,0.0,0.98
Stiflenought,Jund,0.67,3,0.09,0.99
Stiflenought,Rebels,1.0,2,0.16,1.0
Terrageddon,Goblins,0.74,19,0.49,0.91
Terrageddon,Burn,0.37,19,0.16,0.62
Terrageddon,Stiflenought,0.5,14,0.23,0.77
Terrageddon,Terrageddon,0.5,16,0.25,0.75
Terrageddon,Mono Black,0.73,11,0.39,0.94
Terrageddon,Landstill,0.5,4,0.07,0.93
Terrageddon,Enchantress,0.64,11,0.31,0.89
Terrageddon,Elves,0.43,7,0.1,0.82
Terrageddon,The Rock,0.25,8,0.03,0.65
Terrageddon,Psychatog,0.5,2,0.01,0.99
Terrageddon,Gro-a-Tog,0.67,6,0.22,0.96
Terrageddon,Oath Ponza,0.63,8,0.24,0.91
Terrageddon,Replenish,0.25,4,0.01,0.81
Terrageddon,BW Control,0.8,5,0.28,0.99
Terrageddon,Devourer Combo,0.33,3,0.01,0.91
Terrageddon,Madness,0.33,3,0.01,0.91
Terrageddon,Stasis,0.33,3,0.01,0.91
Terrageddon,GW Madness,0.5,6,0.12,0.88
Terrageddon,UW Control,0.33,3,0.01,0.91
Terrageddon,Full English Breakfast,1.0,1,0.02,1.0
Terrageddon,White Weenie,0.33,6,0.04,0.78
Terrageddon,Reanimator,0.5,2,0.01,0.99
Terrageddon,Clerics,0.5,2,0.01,0.99
Terrageddon,Aluren,1.0,2,0.16,1.0
Terrageddon,Deadguy Ale,0.33,3,0.01,0.91
Terrageddon,Zombie Infestation,0.67,3,0.09,0.99
Terrageddon,Tinker Welder,1.0,1,0.02,1.0
Terrageddon,Survival,0.5,2,0.01,0.99
Terrageddon,Contamination,0.5,2,0.01,0.99
Terrageddon,Oath Spec,0.0,1,0.0,0.98
Terrageddon,MUD,1.0,1,0.02,1.0
Terrageddon,Storm,1.0,1,0.02,1.0
Terrageddon,Astral Slide,1.0,1,0.02,1.0
Terrageddon,Jund,0.0,1,0.0,0.98
Mono Black,Goblins,0.43,14,0.18,0.71
Mono Black,Burn,0.38,8,0.09,0.76
Mono Black,Stiflenought,0.62,13,0.32,0.86
Mono Black,Terrageddon,0.27,11,0.06,0.61
Mono Black,Mono Black,0.5,6,0.12,0.88
Mono Black,Landstill,0.43,7,0.1,0.82
Mono Black,Enchantress,0.5,8,0.16,0.84
Mono Black,Elves,0.5,2,0.01,0.99
Mono Black,The Rock,0.67,3,0.09,0.99
Mono Black,Psychatog,0.6,5,0.15,0.95
Mono Black,Gro-a-Tog,0.75,4,0.19,0.99
Mono Black,Oath Ponza,0.0,4,0.0,0.6
Mono Black,Replenish,0.33,3,0.01,0.91
Mono Black,BW Control,0.0,1,0.0,0.98
Mono Black,Devourer Combo,0.4,5,0.05,0.85
Mono Black,Madness,0.67,3,0.09,0.99
Mono Black,Stasis,0.67,3,0.09,0.99
Mono Black,GW Madness,0.2,5,0.01,0.72
Mono Black,UW Control,1.0,1,0.02,1.0
Mono Black,Full English Breakfast,0.5,4,0.07,0.93
Mono Black,White Weenie,0.75,4,0.19,0.99
Mono Black,Reanimator,0.5,4,0.07,0.93
Mono Black,The Solution,0.75,4,0.19,0.99
Mono Black,Clerics,0.5,2,0.01,0.99
Mono Black,Zoo,1.0,3,0.29,1.0
Mono Black,Ponza,0.33,3,0.01,0.91
Mono Black,Deadguy Ale,1.0,1,0.02,1.0
Mono Black,Zombie Infestation,1.0,1,0.02,1.0
Mono Black,Tinker Welder,0.0,3,0.0,0.71
Mono Black,Survival,0.0,1,0.0,0.98
Mono Black,Contamination,0.5,2,0.01,0.99
Mono Black,Oath Spec,1.0,2,0.16,1.0
Mono Black,Pit Rack,0.0,2,0.0,0.84
Mono Black,MUD,0.0,2,0.0,0.84
Mono Black,Storm,1.0,1,0.02,1.0
Mono Black,Tireless Tribe Combo,1.0,1,0.02,1.0
Mono Black,UW Midrange,0.5,2,0.01,0.99
Landstill,Goblins,0.25,12,0.05,0.57
Landstill,Burn,0.46,13,0.19,0.75
Landstill,Stiflenought,0.73,11,0.39,0.94
Landstill,Terrageddon,0.5,4,0.07,0.93
Landstill,Mono Black,0.57,7,0.18,0.9
Landstill,Landstill,0.5,14,0.23,0.77
Landstill,Enchantress,0.14,7,0.0,0.58
Landstill,Elves,0.5,2,0.01,0.99
Landstill,The Rock,1.0,2,0.16,1.0
Landstill,Psychatog,0.75,4,0.19,0.99
Landstill,Oath Ponza,1.0,1,0.02,1.0
Landstill,Replenish,0.6,5,0.15,0.95
Landstill,BW Control,0.0,2,0.0,0.84
Landstill,Devourer Combo,0.5,4,0.07,0.93
Landstill,Madness,0.6,5,0.15,0.95
Landstill,Stasis,0.25,4,0.01,0.81
Landstill,GW Madness,0.5,6,0.12,0.88
Landstill,UW Control,1.0,1,0.02,1.0
Landstill,Full English Breakfast,0.5,2,0.01,0.99
Landstill,White Weenie,0.6,5,0.15,0.95
Landstill,Reanimator,0.8,5,0.28,0.99
Landstill,The Solution,1.0,2,0.16,1.0
Landstill,Clerics,0.5,2,0.01,0.99
Landstill,Zoo,0.0,2,0.0,0.84
Landstill,Aluren,0.67,3,0.09,0.99
Landstill,Ponza,0.0,1,0.0,0.98
Landstill,Deadguy Ale,0.57,7,0.18,0.9
Landstill,Zombie Infestation,0.0,2,0.0,0.84
Landstill,Tinker Welder,1.0,1,0.02,1.0
Landstill,Contamination,0.5,2,0.01,0.99
Landstill,Pit Rack,1.0,1,0.02,1.0
Landstill,MUD,0.0,1,0.0,0.98
Landstill,Storm,0.5,2,0.01,0.99
Landstill,Tireless Tribe Combo,1.0,1,0.02,1.0
Landstill,Jund,1.0,1,0.02,1.0
Landstill,Oath Control,1.0,1,0.02,1.0
Enchantress,Goblins,0.67,12,0.35,0.9
Enchantress,Burn,0.57,14,0.29,0.82
Enchantress,Stiflenought,0.56,16,0.3,0.8
Enchantress,Terrageddon,0.36,11,0.11,0.69
Enchantress,Mono Black,0.5,8,0.16,0.84
Enchantress,Landstill,0.86,7,0.42,1.0
Enchantress,Enchantress,0.5,2,0.01,0.99
Enchantress,Elves,0.56,9,0.21,0.86
Enchantress,Gro-a-Tog,0.5,2,0.01,0.99
Enchantress,Oath Ponza,1.0,1,0.02,1.0
