a,b,winrate_a_vs_b,matches,ci_low,ci_high
Stiflenought,Stiflenought,0.5,10,0.19,0.81
Stiflenought,Burn,0.79,14,0.49,0.95
Stiflenought,Goblins,0.6,20,0.36,0.81
Stiflenought,Enchantress,0.31,16,0.11,0.59
Stiflenought,Elves,0.54,13,0.25,0.81
Stiflenought,Mono Black,0.5,8,0.16,0.84
Stiflenought,Terrageddon,0.5,10,0.19,0.81
Stiflenought,Stasis,0.71,7,0.29,0.96
Stiflenought,Devourer Combo,0.5,8,0.16,0.84
Stiflenought,Landstill,0.5,8,0.16,0.84
Stiflenought,Psychatog,0.8,5,0.28,0.99
Stiflenought,BW Control,0.4,5,0.05,0.85
Stiflenought,Oath Ponza,0.0,4,0.0,0.6
Stiflenought,Replenish,0.4,5,0.05,0.85
Stiflenought,Madness,1.0,2,0.16,1.0
Stiflenought,The Rock,0.75,4,0.19,0.99
Stiflenought,MUD,0.5,2,0.01,0.99
Stiflenought,Survival,1.0,3,0.29,1.0
Stiflenought,Reanimator,1.0,3,0.29,1.0
Stiflenought,Gro-a-Tog,1.0,2,0.16,1.0
Stiflenought,Pit Rack,0.8,5,0.28,0.99
Stiflenought,The Solution,0.5,4,0.07,0.93
Stiflenought,Angry Hermit,0.0,1,0.0,0.98
Stiflenought,Full English Breakfast,1.0,2,0.16,1.0
Stiflenought,Aluren,0.67,3,0.09,0.99
Stiflenought,Storm,1.0,1,0.02,1.0
Stiflenought,Machine Head,0.0,1,0.0,0.98
Stiflenought,Survival Welder,0.75,4,0.19,0.99
Stiflenought,Deadguy Ale,0.0,1,0.0,0.98
Stiflenought,Contamination,0.67,3,0.09,0.99
Stiflenought,UW Control,0.5,2,0.01,0.99
Stiflenought,GR Aggro,0.0,1,0.0,0.98
Stiflenought,Tide Control,0.0,1,0.0,0.98
Stiflenought,Zoo,1.0,1,0.02,1.0
Stiflenought,Oath Spec,1.0,2,0.16,1.0
Burn,Stiflenought,0.21,14,0.05,0.51
Burn,Burn,0.5,16,0.25,0.75
Burn,Goblins,0.38,13,0.14,0.68
Burn,Enchantress,0.25,4,0.01,0.81
Burn,Elves,0.67,9,0.3,0.93
Burn,Mono Black,0.33,6,0.04,0.78
Burn,Terrageddon,0.25,4,0.01,0.81
Burn,Stasis,0.38,8,0.09,0.76
Burn,Devourer Combo,0.63,8,0.24,0.91
Burn,Landstill,0.8,5,0.28,0.99
Burn,Psychatog,0.75,4,0.19,0.99
Burn,BW Control,0.6,5,0.15,0.95
Burn,Oath Ponza,0.2,5,0.01,0.72
Burn,Replenish,0.83,6,0.36,1.0
Burn,Madness,1.0,1,0.02,1.0
Burn,The Rock,0.6,5,0.15,0.95
Burn,MUD,0.33,3,0.01,0.91
Burn,Survival,0.67,3,0.09,0.99
Burn,Reanimator,0.0,2,0.0,0.84
Burn,Gro-a-Tog,0.8,5,0.28,0.99
Burn,Pit Rack,0.5,2,0.01,0.99
Burn,The Solution,1.0,2,0.16,1.0
Burn,Angry Hermit,0.0,1,0.0,0.98
Burn,Full English Breakfast,1.0,3,0.29,1.0
Burn,Aluren,0.5,6,0.12,0.88
Burn,Machine Head,1.0,1,0.02,1.0
Burn,Survival Welder,0.5,2,0.01,0.99
Burn,Deadguy Ale,0.5,2,0.01,0.99
Burn,Contamination,0.5,2,0.01,0.99
Burn,GR Aggro,1.0,1,0.02,1.0
Burn,Tide Control,0.0,3,0.0,0.71
Burn,White Weenie,0.0,2,0.0,0.84
Burn,Slivers,0.0,1,0.0,0.98
Burn,Zoo,0.0,1,0.0,0.98
Burn,BUG Control,1.0,3,0.29,1.0
Burn,Oath Spec,1.0,1,0.02,1.0
Goblins,Stiflenought,0.4,20,0.19,0.64
Goblins,Burn,0.62,13,0.32,0.86
Goblins,Goblins,0.5,14,0.23,0.77
Goblins,Enchantress,0.3,10,0.07,0.65
Goblins,Elves,0.5,10,0.19,0.81
Goblins,Mono Black,0.3,10,0.07,0.65
Goblins,Terrageddon,0.0,7,0.0,0.41
Goblins,Stasis,0.43,7,0.1,0.82
Goblins,Devourer Combo,0.5,6,0.12,0.88
Goblins,Landstill,0.67,6,0.22,0.96
Goblins,Psychatog,0.7,10,0.35,0.93
Goblins,BW Control,0.25,4,0.01,0.81
Goblins,Oath Ponza,0.33,3,0.01,0.91
Goblins,Replenish,0.0,1,0.0,0.98
Goblins,Madness,0.67,3,0.09,0.99
Goblins,The Rock,0.33,3,0.01,0.91
