a,b,winrate_a_vs_b,matches,ci_low,ci_high
Goblins,Goblins,0.5,106,0.4,0.6
Goblins,Stiflenought,0.49,76,0.37,0.6
Goblins,Burn,0.59,74,0.47,0.71
Goblins,Landstill,0.61,41,0.45,0.76
Goblins,Enchantress,0.34,38,0.2,0.51
Goblins,Terrageddon,0.3,43,0.17,0.46
Goblins,Mono Black,0.51,43,0.35,0.67
Goblins,Elves,0.61,33,0.42,0.77
Goblins,Stasis,0.47,32,0.29,0.65
Goblins,Replenish,0.37,19,0.16,0.62
Goblins,Psychatog,0.56,25,0.35,0.76
Goblins,BW Control,0.35,23,0.16,0.57
Goblins,The Rock,0.5,20,0.27,0.73
Goblins,Madness,0.53,17,0.28,0.77
Goblins,Oath Ponza,0.35,17,0.14,0.62
Goblins,Reanimator,0.45,22,0.24,0.68
Goblins,Devourer Combo,0.42,19,0.2,0.67
Goblins,Gro-a-Tog,0.48,21,0.26,0.7
Goblins,Tide Control,0.47,15,0.21,0.73
Goblins,Pit Rack,0.39,18,0.17,0.64
Goblins,Zoo,0.48,25,0.28,0.69
Goblins,Aluren,0.58,12,0.28,0.85
Goblins,Full English Breakfast,0.4,10,0.12,0.74
Goblins,The Solution,0.44,16,0.2,0.7
Goblins,Contamination,0.13,8,0.0,0.53
Goblins,White Weenie,0.75,16,0.48,0.93
Goblins,Deadguy Ale,0.71,7,0.29,0.96
Goblins,Survival,0.56,9,0.21,0.86
Goblins,MUD,0.46,13,0.19,0.75
Goblins,UW Control,0.58,12,0.28,0.85
Goblins,Ponza,0.4,10,0.12,0.74
Goblins,Clerics,0.8,5,0.28,0.99
Goblins,Tinker Welder,0.44,9,0.14,0.79
Goblins,Survival Opposition,0.5,12,0.21,0.79
Goblins,Machine Head,0.33,12,0.1,0.65
Goblins,Storm,0.9,10,0.55,1.0
Goblins,Oath Spec,0.2,10,0.03,0.56
Goblins,Survival Infestation,0.43,7,0.1,0.82
Goblins,GW Madness,0.5,4,0.07,0.93
Goblins,Angry Hermit,0.2,5,0.01,0.72
Goblins,Tireless Tribe Combo,0.4,5,0.05,0.85
Goblins,Zombie Infestation,0.6,5,0.15,0.95
Stiflenought,Goblins,0.51,76,0.4,0.63
Stiflenought,Stiflenought,0.5,56,0.36,0.64
Stiflenought,Burn,0.81,59,0.69,0.9
Stiflenought,Landstill,0.47,43,0.31,0.62
Stiflenought,Enchantress,0.31,49,0.18,0.45
Stiflenought,Terrageddon,0.49,41,0.33,0.65
Stiflenought,Mono Black,0.46,28,0.28,0.66
Stiflenought,Elves,0.51,37,0.34,0.68
Stiflenought,Stasis,0.52,21,0.3,0.74
Stiflenought,Replenish,0.4,20,0.19,0.64
Stiflenought,Psychatog,0.47,17,0.23,0.72
Stiflenought,BW Control,0.5,14,0.23,0.77
Stiflenought,The Rock,0.4,15,0.16,0.68
Stiflenought,Madness,0.73,15,0.45,0.92
Stiflenought,Oath Ponza,0.38,13,0.14,0.68
Stiflenought,Reanimator,0.8,10,0.44,0.97
Stiflenought,Devourer Combo,0.67,12,0.35,0.9
Stiflenought,Gro-a-Tog,0.44,16,0.2,0.7
Stiflenought,Tide Control,0.23,13,0.05,0.54
Stiflenought,Pit Rack,0.63,16,0.35,0.85
